Season,Year,RSCI,First Name,Last Name,Conference,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,AST/TO%,OWS,DWS,WS,WS/40,WS/40 * BPM,OBPM,DBPM,BPM,FT%,3PT%,3PT Confidence,FG% on 2PT Jumpers,% 2PT Jumpers Assisted,Shooting%,FG% at Rim,% at Rim Assisted,Finishing%,Offensive Self Creation
2014-15,3,13,Sam,Dekker,Big Ten,40,40,1239,25.5,0.605,0.586,0.372,0.278,519,8.4,14.8,11.7,8.6,1.1,1.5,7.3,23.2,1.36,5.1,1.9,7,0.225,2.25,8.2,1.8,10,70.8,33.1,12.3132,37.8,17.9,28.13,75,45.9,19.66,44.2
2014-15,3,47,Justin,Anderson,ACC,26,22,724,23.8,0.61,0.572,0.471,0.371,283,3.1,14.4,9,14,1.6,2.5,10.7,23.3,1.45,2.5,1.8,4.4,0.241,2.9402,7.6,4.6,12.2,78,45.2,21.2892,25,27.3,24.82,63.1,39,18.65,37.62
2014-15,4,159,Josh,Richardson,SEC,32,32,1162,22.9,0.56,0.519,0.321,0.311,499,2.9,13.2,7.8,24.4,3.8,2,15.7,25.5,1.35,3.2,1.4,4.6,0.159,1.2402,5.8,2,7.8,79.8,35.9,11.5239,45.9,21.1,34.66,64,20.8,24.56,66.54
2014-15,1,4,Stanley,Johnson,Pac-12,38,37,1081,22.5,0.551,0.501,0.297,0.456,509,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,0.77,2.8,2.9,5.7,0.212,2.1624,4.8,5.4,10.2,74.2,37.1,11.0187,44.4,20.8,31.6,52.7,42.4,14.71,36.4
2014-15,1,14,Justise,Winslow,ACC,39,39,1135,22.3,0.572,0.551,0.309,0.438,473,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,1.15,3.1,2.5,5.5,0.196,2.0384,5.1,5.3,10.4,64.1,41.8,12.9162,26.9,12,21.63,66.7,33.3,21.55,37.26
2014-15,2,14,Rondae,Hollis-Jefferson,Pac-12,38,25,1090,21.8,0.573,0.513,0.105,0.745,435,9,20.1,14.8,10.1,2.4,3.4,13.7,20.5,1,3.1,2.9,5.9,0.218,2.4416,4.4,6.8,11.2,70.7,20.7,2.1735,32.8,31.6,16.95,72.3,52.1,16.78,23.33
2014-15,1,8,Kelly,Oubre,Big 12,36,27,756,21.1,0.555,0.512,0.383,0.444,303,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,0.65,1.7,1.7,3.4,0.18,1.548,4.8,3.7,8.6,71.8,35.8,13.7114,39.2,20.7,29.18,60.3,45.5,15.92,36.14
2014-15,1,11,Rashad,Vaughn,MWC,23,23,742,20.2,0.547,0.521,0.43,0.299,352,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,0.72,1.4,1.1,2.5,0.132,0.1716,3,-1.8,1.3,69.4,38.3,16.469,42.6,32.5,28.19,53.8,28,18.77,41.12
2014-15,4,51,Norman,Powell,Pac-12,36,36,1244,19.6,0.54,0.497,0.255,0.362,531,1.9,13.3,7.6,12.8,3.2,1.5,12.8,25.3,0.94,2.5,1.9,4.4,0.14,0.812,3.5,2.4,5.8,75.1,31.9,8.1345,37.3,29.5,23.82,57,28.2,19.83,37.31
2014-15,1,20,Devin,Booker,SEC,38,0,816,19.4,0.6,0.571,0.491,0.223,324,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,1.14,2.7,1.8,4.5,0.219,1.9491,6.9,2,8.9,82.8,41.1,20.1801,39.1,29.4,32.95,72.9,55.8,15.61,40.86
