Name,Season,Height,Weight,Position,School,Class,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ORTG,DRTG,AST/TOV,NBA GP,NBA MPG,NBA WS,NBA WSP48,NBA BPM,NBA VORP,NBA PLUSMINUS
Nickeil Alexander-Walker,2018-19,77,205,SG,Virginia Tech,2,40.0,34,34,1167,21.9,0.586,0.546,0.387,0.359,543.0,1.8,13.0,7.6,24.6,3.4,2.3,17.1,26.5,3.1,2.5,5.5,0.189,4.8,4.2,8.9,111.9,94.6,1.39,84,15.7,0.4,.013,-2.8,-0.3,-4.2
PJ Washington,2018-19,80,230,PF,Kentucky,2,15.0,35,33,1024,26.0,0.5920000000000001,0.5670000000000001,0.214,0.489,508.0,10.0,19.9,15.3,13.1,1.7,4.8,13.3,25.8,3.5,2.2,5.7,0.223,6.9,4.0,10.9,119.5,93.9,0.91,0,0,0,0,0,0,0
Nicolas Claxton,2018-19,83,215,PF,Georgia,2,231.0,32,32,1011,21.2,0.5329999999999999,0.49,0.215,0.644,414.0,8.4,20.6,14.9,12.2,1.9,8.0,14.7,22.1,1.8,1.7,3.5,0.13699999999999998,2.3,3.2,5.5,108.1,99.5,0.87,29,15.7,1.4,.144,0.7,0.3,+1.1
Bol Bol,2018-19,86,210,C,Oregon,1,4.0,9,9,268,37.5,0.632,0.61,0.189,0.28,154.0,8.7,29.0,19.2,9.6,1.6,12.4,10.7,33.4,1.1,0.8,1.8,0.271,9.1,3.9,13.0,118.2,86.7,0.5,27,7.2,0.2,.061,-1.6,0.0,-19.4
Brandon Clarke,2018-19,80,210,PF/C,Gonzaga,3,,37,36,1040,37.2,0.6990000000000001,0.693,0.04,0.42,603.0,13.9,19.6,17.1,12.3,2.3,11.3,11.3,23.9,5.5,3.2,8.8,0.337,9.8,6.5,16.3,137.9,84.0,1.23,96,23.8,8.0,.168,2.4,2.5,-0.7
KZ Okpala,2018-19,80,210,SG/SF,Stanford,2,42.0,29,29,949,18.1,0.5429999999999999,0.507,0.237,0.471,457.0,4.1,14.9,9.7,13.0,1.7,1.4,15.6,27.3,1.5,1.4,2.9,0.123,2.0,1.2,3.2,103.6,101.2,0.7,30,11.6,0.2,.031,-5.9,-0.3,-13.0
Chuma Okeke,2018-19,80,235,SF/PF,Auburn,2,47.0,38,38,1105,24.5,0.597,0.5770000000000001,0.419,0.265,470.0,10.7,16.8,13.7,12.5,3.6,5.5,14.7,20.0,3.3,2.3,5.5,0.2,7.0,4.1,11.1,121.2,95.2,1.11,30,22.5,1.0,.074,-1.3,0.1,+5.4
Tyler Herro,2018-19,78,195,SG,Kentucky,1,37.0,37,37,1207,19.4,0.58,0.536,0.419,0.231,479.0,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,119.7,98.1,1.52,90,29.2,2.1,.038,-2.2,-0.1,-6.2
Eric Paschall,2018-19,79,255,PF,Villanova,4,210.0,36,36,1301,19.0,0.57,0.528,0.461,0.415,556.0,4.2,16.1,10.1,12.9,1.2,1.6,13.6,24.7,3.2,1.5,4.7,0.14300000000000002,3.8,1.0,4.8,112.4,104.6,0.94,98,23.6,2.9,.060,-2.9,-0.5,-5.2
Dylan Windler,2018-19,79,195,SG/SF,Belmont,4,,33,33,1097,30.4,0.6809999999999999,0.6509999999999999,0.518,0.304,636.0,6.8,27.3,17.7,13.6,2.3,1.7,11.8,25.7,4.9,2.3,7.2,0.262,8.8,1.5,10.3,129.1,94.7,1.22,31,16.5,0.6,.054,-1.7,0.0,+2.7
Cameron Johnson,2018-19,80,205,SF,UNC,4,224.0,36,36,1076,24.9,0.648,0.621,0.504,0.264,545.0,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.229,9.4,3.5,12.9,131.2,98.2,1.59,96,22.6,4.7,.103,0.3,1.3,+1.5
Naz Reid,2018-19,82,255,C,LSU,1,18.0,34,32,926,19.4,0.544,0.507,0.23,0.35100000000000003,440.0,10.5,19.2,14.9,6.2,1.5,2.8,16.6,26.4,1.7,1.3,3.0,0.131,2.3,0.5,2.8,106.1,101.8,0.34,74,18.2,2.7,.095,-0.9,0.4,-2.4
Ty Jerome,2018-19,77,195,PG,Virginia,3,44.0,37,37,1256,22.9,0.555,0.532,0.484,0.222,547.0,1.8,13.1,7.8,32.6,3.0,0.1,11.9,23.4,4.3,2.9,7.2,0.228,6.8,4.6,11.5,120.4,92.2,3.31,44,15.1,0.7,.051,-2.0,0.0,-6.1
Louis King,2018-19,80,195,SF,Oregon,1,20.0,31,28,943,17.2,0.552,0.522,0.45,0.232,381.0,5.4,16.0,10.9,9.0,1.7,1.0,14.5,25.0,1.5,1.8,3.3,0.14,2.9,1.7,4.6,105.3,97.0,0.62,10,6.2,0.0,-0.007,-6.2,-0.1,+15.8
Daniel Gafford,2018-19,82,240,PF/C,Arkansas,2,39.0,32,32,919,28.7,0.652,0.66,0.0,0.596,469.0,11.1,22.5,16.8,6.0,1.8,8.7,15.5,26.0,2.8,1.8,4.6,0.199,5.7,2.6,8.3,116.3,95.7,0.3,75,13.4,3.4,.161,-0.3,0.4,+1.9
Kevin Porter Jr,2018-19,77,215,SG/SF,USC,1,28.0,21,4,464,16.2,0.5589999999999999,0.561,0.433,0.293,185.0,4.8,15.0,10.0,12.0,2.1,2.6,17.9,23.3,0.5,0.7,1.2,0.1,1.8,1.5,3.3,100.2,101.0,0.77,58,24.1,0.4,.012,-3.4,-0.5,-5.6
Carsen Edwards,2018-19,72,200,PG,Purdue,3,118.0,36,36,1275,23.2,0.541,0.49,0.541,0.314,787.0,1.3,10.6,6.0,18.3,2.3,1.0,12.3,37.3,4.0,1.6,5.6,0.17600000000000002,7.5,1.0,8.5,109.9,103.4,0.92,55,9.7,0.5,.046,-4.0,-0.3,-12.0
Jalen McDaniels,2018-19,81,190,SF/PF,San Diego State,2,120.0,34,34,1055,20.7,0.525,0.4920000000000001,0.165,0.279,515.0,7.3,22.6,15.1,16.2,2.1,1.8,13.7,28.7,1.8,2.2,4.0,0.151,1.7,1.6,3.3,103.9,95.1,0.88,37,14.2,0.5,.041,-4.9,-0.4,-2.8
Ky Bowman,2018-19,74,180,PG,Boston College,3,324.0,31,30,1220,19.6,0.527,0.486,0.435,0.32,575.0,2.3,18.1,10.3,22.8,2.1,1.6,13.9,26.9,2.3,1.6,3.9,0.128,4.2,1.5,5.7,105.6,102.7,1.39,45,22.6,-0.1,-0.003,-4.3,-0.6,+0.4
Terance Mann,2018-19,78,205,SG,Florida State,4,100.0,37,36,1174,18.9,0.603,0.557,0.265,0.426,450.0,9.1,14.3,11.7,15.6,1.2,1.2,15.7,17.5,3.2,1.9,5.1,0.174,4.9,2.8,7.7,122.5,99.7,1.45,85,13.2,2.7,.117,-1.4,0.2,-5.9
Jordan Bone,2018-19,75,180,PG,Tennessee,3,171.0,37,37,1219,18.9,0.562,0.528,0.353,0.228,545.0,1.9,8.5,5.5,30.3,1.2,0.4,14.3,21.3,3.5,1.3,4.8,0.158,5.3,0.8,6.0,118.1,105.2,2.91,24,10.4,0.1,.020,-5.9,-0.2,-6.3
Justin Wright-Foreman,2018-19,74,190,PG/SG,Hofstra,4,,35,35,1321,28.9,0.637,0.596,0.401,0.319,844.0,1.2,11.5,6.6,17.4,1.3,0.6,10.9,33.0,6.3,1.0,7.4,0.223,7.9,-1.9,6.0,123.8,108.7,1.12,4,11.3,0.0,-0.008,-9.0,-0.1,-30.6
Grant Williams,2018-19,79,240,PF,Tennessee,3,191.0,37,37,1181,30.6,0.6459999999999999,0.5820000000000001,0.111,0.627,686.0,8.5,17.4,13.3,18.5,2.0,5.4,13.4,26.4,5.6,2.3,7.9,0.267,8.6,4.2,12.7,128.7,96.3,1.41,107,16.4,2.5,.069,-2.9,-0.4,-2.5
Jaylen Nowell,2018-19,76,200,PG/SG,Washington,2,67.0,36,36,1240,20.3,0.5920000000000001,0.561,0.267,0.281,567.0,3.5,14.9,9.3,20.8,2.2,0.8,17.7,25.3,2.9,2.1,5.0,0.162,3.3,1.6,4.9,110.3,98.5,1.06,47,16.5,1.1,.067,-2.3,-0.1,+1.4
Zylan Cheatham,2018-19,80,220,SF/PF,Arizona State,4,72.0,34,34,1102,18.7,0.578,0.5539999999999999,0.093,0.6940000000000001,441.0,7.2,26.9,17.1,18.8,1.4,3.0,22.4,19.9,1.7,2.2,3.9,0.142,2.2,3.0,5.2,106.8,96.1,1.05,4,12.8,0.0,.034,-7.1,-0.1,-23.5
Oshae Brissett,2018-19,80,205,SF,Syracuse,2,137.0,34,34,1121,16.1,0.475,0.433,0.297,0.401,431.0,7.5,18.0,12.8,11.8,1.8,3.4,13.4,23.5,1.1,2.0,3.1,0.11,1.8,1.8,3.7,99.8,98.2,0.88,19,7.1,0.1,.043,-5.4,-0.1,+9.0
Jontay Porter,2018-19,83,210,PF/C,Missouri,2,25.0,33,7,808,21.7,0.5670000000000001,0.521,0.462,0.4370000000000001,341.0,7.7,23.2,16.0,19.6,2.1,7.3,18.0,22.5,1.8,1.9,3.6,0.179,3.8,5.2,9.0,112.1,93.5,1.17,2,5.0,0.0,.148,8.4,0.0,+42.2
Jaylen Hoard,2018-19,80,215,SF/PF,Wake Forest,1,24.0,31,30,936,18.1,0.519,0.476,0.16,0.383,399.0,9.0,19.6,14.0,12.3,1.2,2.5,16.6,24.6,1.3,0.7,1.9,0.083,2.1,0.0,2.2,102.3,109.0,0.6,13,7.9,0.2,.093,-1.9,0.0,+4.7
Kenny Wooten,2018-19,81,230,PF/C,Oregon,2,129.0,34,27,817,16.3,0.609,0.589,0.006999999999999999,0.438,211.0,7.1,16.5,11.9,5.2,1.0,12.5,21.4,14.7,1.0,1.8,2.8,0.136,-0.9,4.8,3.8,107.5,93.4,0.46,0,0,0,0,0,0,0
Isaiah Roby,2018-19,80,215,SF/PF,Nebraska,3,133.0,35,35,1093,19.7,0.532,0.4970000000000001,0.258,0.408,416.0,6.6,17.7,12.1,12.5,2.4,6.4,15.2,21.6,1.7,2.2,3.8,0.14,2.9,3.8,6.7,105.6,96.0,0.97,42,21.6,1.7,.090,-2.2,0.0,-3.9
Marial Shayok,2018-19,78,195,SG/SF,Iowa State,4,166.0,34,34,1118,22.5,0.612,0.573,0.398,0.266,577.0,5.1,11.6,8.6,12.2,1.7,0.8,14.9,28.2,3.3,1.3,4.7,0.166,5.8,0.6,6.4,114.0,104.1,0.74,4,7.0,-0.1,-0.130,-13.0,-0.1,-21.9
Zach Norvell,2018-19,78,205,SG,Gonzaga,2,,37,36,1135,21.1,0.589,0.55,0.625,0.251,535.0,3.2,11.5,7.9,16.1,2.3,0.3,10.2,22.6,3.7,2.4,6.2,0.218,5.7,2.9,8.6,122.9,94.0,2.19,5,8.2,-0.1,-0.084,-8.4,-0.1,-31.7
Jaylen Hands,2018-19,75,180,PG,UCLA,2,22.0,33,33,1029,18.5,0.537,0.499,0.462,0.285,514.0,1.3,10.5,6.1,36.5,2.3,0.5,19.5,24.6,2.0,1.0,3.0,0.117,4.1,0.5,4.6,107.1,106.7,1.91,0,0,0,0,0,0,0
Tacko Fall,2018-19,90,290,C,Central Florida,4,142.0,33,33,822,25.6,0.647,0.748,0.0,0.7909999999999999,330.0,12.5,21.2,17.2,4.2,0.6,11.5,17.2,21.8,1.9,2.0,3.9,0.189,3.2,3.9,7.2,113.0,90.7,0.25,19,6.1,0.5,.200,2.7,0.1,+20.5
Kyle Guy,2018-19,74,170,PG/SG,Virginia,3,37.0,38,38,1345,20.4,0.609,0.585,0.639,0.19,521.0,2.7,12.6,7.9,11.9,1.3,0.2,9.9,22.7,4.2,2.6,6.8,0.201,7.6,2.6,10.2,121.6,96.4,1.47,21,7.2,0.2,.050,-4.2,-0.1,+8.3
Simisola Shittu,2018-19,82,230,PF,Vanderbilt,1,11.0,32,31,854,14.7,0.498,0.47,0.064,0.539,353.0,6.9,21.2,14.2,16.5,1.4,2.0,20.9,26.3,0.1,1.1,1.2,0.056,-1.2,0.9,-0.3,91.8,103.3,0.63,0,0,0,0,0,0,0
Tyler Cook,2018-19,80,245,PF,Iowa,3,72.0,33,33,1016,19.3,0.547,0.51,0.018000000000000002,0.5920000000000001,482.0,8.2,20.1,14.2,16.6,1.3,2.0,17.4,26.0,1.8,1.2,3.1,0.121,2.7,0.9,3.6,105.5,104.0,0.87,22,5.7,0.2,.082,-3.7,-0.1,-6.3
Talen Horton-Tucker,2018-19,76,235,SG/SF,Iowa State,1,57.0,35,34,952,17.2,0.488,0.47,0.416,0.23,403.0,2.9,16.7,10.2,16.2,2.8,2.7,12.4,26.2,1.0,1.7,2.7,0.114,1.7,2.5,4.2,100.0,98.2,1.37,49,18.1,1.4,.076,-1.7,0.1,-5.5
Luguentz Dort,2018-19,76,220,SG,Arizona State,1,30.0,34,33,1072,16.5,0.518,0.467,0.409,0.481,524.0,4.4,10.0,7.3,15.1,2.7,0.8,15.8,27.9,1.5,1.6,3.1,0.115,1.5,1.6,3.1,101.6,101.0,0.8,77,26.3,1.2,.029,-4.1,-1.1,+2.0
Charlie Brown,2018-19,79,200,SG,St. Joseph's,2,,32,31,1139,21.9,0.55,0.496,0.371,0.338,577.0,6.4,13.0,9.7,10.1,1.7,2.7,9.6,28.0,2.8,1.0,3.9,0.136,4.3,-0.7,3.6,110.2,107.1,0.81,0,0,0,0,0,0,0
Lindell Wigginton,2018-19,74,190,PG,Iowa State,2,35.0,25,2,649,20.1,0.564,0.513,0.5,0.5589999999999999,321.0,3.4,13.9,8.9,15.0,1.7,1.5,14.1,27.6,1.6,0.9,2.5,0.154,5.0,1.3,6.3,110.6,102.6,1.08,0,0,0,0,0,0,0
Miye Oni,2018-19,77,205,SG,Yale,3,,29,28,898,22.0,0.561,0.515,0.398,0.35600000000000004,485.0,2.6,18.6,11.3,20.9,1.6,4.3,14.5,28.4,2.1,1.6,3.7,0.165,3.3,0.9,4.2,109.0,98.4,1.37,41,8.7,0.6,.083,-2.9,-0.1,-6.8
Admiral Schofield,2018-19,77,240,SF,Tennessee,4,251.0,37,37,1175,20.1,0.562,0.5479999999999999,0.353,0.171,543.0,4.5,16.4,10.9,12.0,1.6,1.7,11.4,26.2,2.7,1.9,4.6,0.156,4.7,1.6,6.3,110.6,99.6,1.07,33,11.2,0.1,.017,-5.5,-0.3,-3.4
Tyus Battle,2018-19,78,205,SG,Syracuse,3,34.0,32,32,1162,18.1,0.531,0.479,0.3,0.397,515.0,2.0,8.1,5.1,16.0,1.9,1.0,9.9,25.4,2.6,1.4,4.1,0.14,3.1,1.5,4.7,110.7,104.0,1.4,0,0,0,0,0,0,0
Aubrey Dawkins,2018-19,78,205,SG/SF,Central Florida,3,396.0,33,33,1101,19.5,0.59,0.556,0.463,0.248,456.0,3.7,12.6,8.5,9.2,1.8,1.0,11.0,23.3,2.8,2.0,4.8,0.174,5.0,2.0,7.0,115.4,97.7,0.85,0,0,0,0,0,0,0
James Palmer,2018-19,78,210,SG,Nebraska,4,105.0,36,36,1266,20.6,0.4970000000000001,0.426,0.37,0.488,683.0,3.4,9.7,6.5,18.2,2.4,1.2,9.8,32.1,2.8,1.7,4.5,0.142,4.8,1.1,5.9,105.9,102.6,1.39,0,0,0,0,0,0,0
Ignas Brazdeikis,2018-19,79,220,SF,Michigan,1,40.0,37,37,1096,21.4,0.573,0.531,0.35100000000000003,0.369,486.0,4.6,16.1,10.5,6.1,1.5,1.7,8.8,26.1,2.8,2.7,5.5,0.201,5.3,3.7,8.9,113.1,91.0,0.67,13,4.6,-0.1,-0.092,-8.5,-0.1,-13.4
DMarcus Simonds,2018-19,75,195,PG/SG,Georgia State,3,196.0,34,34,1214,17.1,0.501,0.467,0.381,0.3720000000000001,634.0,2.4,12.8,7.7,21.0,2.0,3.3,16.7,31.2,1.0,1.4,2.4,0.079,0.5,-0.6,-0.1,96.4,104.6,0.98,0,0,0,0,0,0,0
Caleb Martin,2018-19,78,200,SG/SF,Nevada,4,61.0,34,33,1161,22.7,0.5579999999999999,0.517,0.644,0.402,613.0,2.9,13.5,8.3,16.3,2.4,2.6,9.7,27.8,3.4,2.4,5.9,0.202,6.0,2.8,8.7,114.4,94.7,1.52,49,15.2,0.9,.059,-1.8,0.0,-1.5
Jordan Poole,2018-19,77,190,PG/SG,Michigan,2,93.0,37,37,1224,16.0,0.573,0.5379999999999999,0.55,0.244,431.0,0.8,9.3,5.2,13.0,2.0,0.7,12.2,20.9,2.2,2.7,4.9,0.16,3.0,4.2,7.2,109.5,93.2,1.4,82,20.8,-0.1,-0.001,-4.5,-1.1,-0.9
Dewan Hernandez,2018-19,82,235,C,Miami,3,27.0,32,32,825,22.1,0.6,0.5760000000000001,0.012,0.404,339.0,9.3,20.8,15.1,3.4,1.1,4.1,12.6,21.7,2.0,1.5,3.5,0.16899999999999998,2.7,1.8,4.5,116.5,98.9,0.32,6,4.7,0.0,.043,-9.6,-0.1,+19.8
Marques Bolden,2018-19,83,250,C,Duke,3,14.0,35,21,665,18.8,0.622,0.579,0.061,0.64,197.0,11.1,13.3,12.3,3.6,1.6,8.5,14.4,12.1,1.5,1.5,3.0,0.18,2.3,4.7,7.0,127.8,93.1,0.64,7,4.6,0.1,.088,-2.0,0.0,+20.2
Aric Holman,2018-19,82,225,PF,Mississippi State,4,105.0,34,20,830,22.2,0.585,0.565,0.429,0.273,323.0,10.6,19.4,15.1,9.3,2.1,7.3,15.6,19.7,2.0,1.4,3.4,0.16399999999999998,4.9,3.0,7.9,117.2,99.6,0.82,0,0,0,0,0,0,0
Matt Morgan,2018-19,74,180,SG,Cornell,4,,31,31,1000,27.8,0.682,0.636,0.57,0.4270000000000001,605.0,0.8,14.9,8.2,24.3,2.5,0.9,17.1,32.2,3.6,1.5,5.1,0.205,6.4,0.4,6.8,115.6,100.6,0.89,0,0,0,0,0,0,0
Chris Clemons,2018-19,69,180,PG,Campbell,4,,33,33,1208,33.0,0.61,0.55,0.573,0.417,888.0,2.4,14.5,8.3,19.3,2.4,1.1,9.4,39.0,6.1,1.4,7.5,0.25,9.3,-1.6,7.7,120.1,104.4,1.12,33,8.8,0.4,.058,-1.0,0.1,-15.3
Robert Franks,2018-19,80,230,SF/PF,Washington State,4,371.0,27,26,930,24.1,0.624,0.585,0.461,0.306,526.0,4.6,19.2,12.0,17.3,1.1,2.3,15.7,29.7,2.8,0.6,3.4,0.146,5.3,-1.2,4.1,113.0,109.9,0.8,0,0,0,0,0,0,0
Quinndary Weatherspoon,2018-19,76,205,SG,Mississippi State,4,102.0,34,34,1157,24.0,0.622,0.574,0.332,0.4370000000000001,595.0,4.7,11.6,8.2,16.6,2.9,1.0,16.4,26.1,4.0,1.4,5.4,0.185,6.0,2.1,8.1,119.3,104.3,0.97,21,5.9,-0.3,-0.114,-9.7,-0.2,-29.2
Charles Matthews,2018-19,78,195,SG,Michigan,3,60.0,34,34,1070,15.9,0.501,0.472,0.273,0.349,403.0,5.6,12.5,9.2,9.3,2.1,1.5,12.1,24.0,1.1,2.6,3.7,0.138,1.9,3.7,5.6,100.0,91.3,0.86,0,0,0,0,0,0,0
Christ Koumadje,2018-19,88,265,C,Florida State,4,322.0,37,37,575,24.4,0.625,0.627,0.006,0.325,231.0,14.9,26.1,20.6,3.1,0.8,10.7,18.1,20.5,1.3,1.4,2.7,0.187,2.8,3.9,6.7,113.7,90.8,0.19,0,0,0,0,0,0,0
Donta Hall,2018-19,81,230,C,Alabama,4,151.0,34,34,912,24.7,0.648,0.618,0.005,0.574,343.0,11.3,24.6,18.1,4.1,1.0,6.1,11.9,16.9,2.8,1.6,4.5,0.196,4.8,3.0,7.8,129.3,97.8,0.49,9,14.8,0.4,.137,-3.7,-0.1,-9.9
Dedric Lawson,2018-19,80,235,PF,Kansas,3,36.0,36,36,1175,28.5,0.578,0.525,0.175,0.404,679.0,11.0,23.2,17.4,11.1,2.2,3.7,12.1,29.1,4.2,2.5,6.7,0.227,7.6,3.3,11.0,117.4,94.6,0.73,0,0,0,0,0,0,0
Bennie Boatwright,2018-19,82,230,PF,USC,4,59.0,31,28,1038,23.2,0.6,0.5820000000000001,0.505,0.274,513.0,4.6,17.0,10.9,14.9,1.2,1.9,8.9,24.7,3.4,1.4,4.8,0.18600000000000005,7.2,1.0,8.2,120.5,102.5,1.72,0,0,0,0,0,0,0
CJ Massinburg,2018-19,75,195,SG,Buffalo,4,,35,34,1123,26.1,0.615,0.5720000000000001,0.5429999999999999,0.434,614.0,6.9,14.2,10.5,16.2,2.0,0.9,8.3,23.1,4.9,2.2,7.1,0.253,8.6,2.1,10.7,131.7,96.4,2.21,0,0,0,0,0,0,0
Cody Martin,2018-19,78,190,SG,Nevada,4,73.0,34,34,1171,19.1,0.594,0.562,0.318,0.324,458.0,3.1,11.1,7.2,25.9,2.2,2.2,15.6,17.3,3.1,2.3,5.4,0.185,3.5,3.5,7.0,121.1,96.1,2.61,81,16.7,1.8,.064,-1.8,0.1,+5.6
Jarrey Foster,2018-19,78,220,SF,SMU,4,221.0,16,14,370,11.0,0.453,0.395,0.39,0.35200000000000004,120.0,7.7,9.9,8.8,11.7,1.1,2.5,15.8,20.3,0.3,0.2,0.5,0.052000000000000005,-1.2,-0.9,-2.2,98.1,110.3,1.04,0,0,0,0,0,0,0
Barry Brown,2018-19,75,195,PG/SG,Kansas State,4,250.0,34,34,1189,17.5,0.515,0.482,0.332,0.292,468.0,1.4,13.0,7.1,18.4,3.4,0.6,11.8,24.8,1.7,2.8,4.5,0.152,2.2,4.7,6.9,103.5,91.7,1.48,0,0,0,0,0,0,0
Jarrell Brantley,2018-19,79,255,PF,Charleston,4,,33,33,1121,28.2,0.598,0.5589999999999999,0.253,0.35600000000000004,623.0,6.6,24.2,15.6,15.9,2.5,3.3,13.7,30.0,3.9,1.9,5.8,0.207,4.2,0.9,5.1,115.7,98.8,0.94,23,5.8,0.2,.055,-1.7,0.0,-20.8
Anthony Edwards,2019-20,77,225,SG,Georgia,1,2.0,32,32,1057,20.8,0.52,0.473,0.485,0.339,573.0,2.5,14.8,8.7,17.9,2.3,1.7,12.9,30.4,2.5,1.1,3.6,0.136,4.8,0.7,5.5,105.8,103.6,1.05,46,30.5,-0.8,-0.029,-4.8,-1.0,-4.0
Obi Toppin,2019-20,81,220,PF,Dayton,2,,31,31,981,32.5,0.684,0.674,0.212,0.364,540.0,5.2,22.0,14.5,14.5,1.8,4.1,13.0,28.1,4.5,2.3,6.8,0.279,9.0,3.3,12.3,125.3,90.3,0.99,36,11.8,0.6,.073,-2.6,-0.1,-8.8
Onyeka Okongwu,2019-20,81,235,PF/C,USC,1,25.0,28,28,858,31.1,0.645,0.618,0.014,0.504,418.0,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,3.2,2.1,5.4,0.251,6.7,4.9,11.6,122.8,88.5,0.54,24,9.0,0.5,.108,-2.8,0.0,-7.5
Patrick Williams,2019-20,79,215,SF/PF,Florida State,1,26.0,29,0,653,19.4,0.5529999999999999,0.498,0.242,0.35700000000000004,258.0,6.9,14.0,10.5,8.4,2.5,5.6,17.1,22.2,1.2,1.3,2.5,0.154,2.3,3.2,5.5,106.9,94.1,0.58,43,28.2,1.2,.048,-3.6,-0.5,-10.5
Isaac Okoro,2019-20,78,215,SG/SF,Auburn,1,36.0,28,28,881,19.1,0.5870000000000001,0.556,0.28800000000000003,0.551,351.0,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,2.3,1.1,3.4,0.156,3.8,2.5,6.3,116.5,101.3,1.04,41,32.1,0.3,.010,-5.1,-1.0,-5.6
James Wiseman,2019-20,85,235,C,Memphis,1,1.0,3,3,69,52.7,0.76,0.769,0.038,1.038,48.0,21.8,26.5,24.4,4.4,0.8,13.6,7.2,29.1,0.5,0.2,0.7,0.434,13.1,4.9,18.0,149.8,80.8,0.33,32,21.4,0.6,.039,-5.4,-0.6,-11.7
Tyrese Haliburton,2019-20,77,185,PG,Iowa State,2,172.0,22,22,807,25.9,0.631,0.611,0.508,0.184,365.0,4.6,13.7,9.2,35.3,3.8,2.0,18.7,20.1,2.7,1.0,3.8,0.187,8.0,3.7,11.7,121.5,101.1,2.33,40,30.1,2.7,.108,1.8,1.2,+0.4
Devin Vassell,2019-20,79,200,SG,Florida State,2,200.0,30,30,863,23.8,0.585,0.565,0.361,0.221,352.0,5.3,15.4,10.4,11.2,2.8,4.1,6.6,20.0,3.0,1.7,4.7,0.218,6.7,4.2,10.9,126.9,93.6,2.13,36,17.2,1.3,.104,-0.1,0.3,+6.5
Josh Green,2019-20,78,215,SG,Arizona,1,13.0,30,30,926,17.9,0.528,0.476,0.28800000000000003,0.378,360.0,4.8,11.9,8.4,16.0,2.8,1.6,12.6,20.7,2.0,1.9,3.8,0.166,2.8,4.1,6.9,110.4,93.3,1.59,22,10.8,0.0,-0.002,-5.8,-0.2,-3.6
Tyrell Terry,2019-20,75,170,PG,Stanford,1,109.0,31,31,1010,19.3,0.589,0.535,0.456,0.33,447.0,1.4,14.4,8.3,20.3,2.5,0.2,17.5,24.5,2.3,2.3,4.5,0.179,3.4,2.7,6.1,108.0,91.3,1.21,11,5.1,-0.1,-0.056,-5.5,-0.1,-2.3
Cole Anthony,2019-20,75,185,PG,UNC,1,4.0,22,20,768,17.5,0.501,0.451,0.409,0.371,383.0,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,99.9,102.4,1.14,25,26.7,-0.1,-0.007,-4.1,-0.4,-1.3
Precious Achiuwa,2019-20,81,235,SF/PF,Memphis,1,15.0,31,31,943,23.3,0.534,0.511,0.108,0.507,460.0,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,101.3,82.5,0.34,44,12.9,1.1,.093,-3.5,-0.2,-8.7
Kira Lewis,2019-20,75,170,PG,Alabama,2,39.0,31,31,1167,19.8,0.56,0.521,0.341,0.292,593.0,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,2.9,1.2,4.1,0.142,3.7,1.7,5.5,109.8,103.5,1.47,30,14.7,0.6,.068,-2.8,-0.1,+6.5
Vernon Carey,2019-20,82,270,PF/C,Duke,1,6.0,31,30,772,34.1,0.615,0.588,0.061,0.632,499.0,12.0,26.1,19.2,8.2,1.6,5.8,12.3,31.0,3.6,2.0,5.6,0.28800000000000003,7.9,3.4,11.3,121.2,88.0,0.48,7,3.6,0.0,.063,-2.0,0.0,-20.4
Jalen Smith,2019-20,82,220,PF,Maryland,2,16.0,31,31,970,29.3,0.626,0.59,0.279,0.474,444.0,11.5,25.6,18.6,6.0,1.3,8.2,12.2,22.8,3.6,2.4,6.0,0.249,7.7,4.3,12.0,123.9,88.9,0.47,0,0,0,0,0,0,0
Saddiq Bey,2019-20,80,215,SF,Villanova,2,137.0,31,31,1051,21.6,0.608,0.584,0.477,0.248,464.0,4.5,11.4,8.0,14.9,1.4,1.1,10.1,22.8,3.6,1.4,4.9,0.188,6.2,1.9,8.1,121.0,101.0,1.61,43,24.7,2.0,.088,-0.8,0.3,-2.9
Jaden McDaniels,2019-20,82,200,PF,Washington,1,8.0,31,21,963,14.6,0.515,0.469,0.378,0.339,394.0,4.4,15.8,10.6,14.6,1.4,4.9,20.4,25.6,0.6,1.7,2.3,0.096,0.3,2.2,2.6,93.8,95.4,0.65,37,14.2,0.5,.041,-4.9,-0.4,-2.8
