Name,Season,Height,Weight,Position,School,Class,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ORTG,DRTG,AST/TOV,NBA GP,NBA MPG,NBA WS,NBA WSP48,NBA BPM,NBA VORP,NBA PLUSMINUS
Roberto Nelson,2013-14,6-3,195,PG/SG,Oregon State,Sr.,72.0,32.0,32.0,1052,23.7,0.586,0.511,0.32,0.5589999999999999,646.0,4.3,7.8,6.1,24.5,1.7,0.1,14.8,32.3,3.7,0.4,4.1,0.157,6.4,-2.4,4.0,116.0,114.0,1.17,0,0,0,0,0,0,0
Aaron Craft,2013-14,6-2,192,PG,Ohio State,Sr.,115.0,35.0,35.0,1204,16.7,0.564,0.506,0.222,0.565,385.0,1.1,11.4,6.3,27.0,4.5,0.3,22.9,17.4,1.5,3.2,4.7,0.157,2.8,6.3,9.1,106.6,89.9,1.82,0,0,0,0,0,0,0
Bryce Cotton,2013-14,6-0,165,PG,Providence,Sr.,,35.0,35.0,1398,23.9,0.565,0.489,0.383,0.483,759.0,1.6,8.9,5.3,34.8,1.5,0.2,11.2,28.3,5.5,1.2,6.7,0.191,8.5,-1.4,7.1,122.6,109.4,2.41,23,8.6,0.1,.021,-3.5,-0.1,-5.9
Alex Kirk,2013-14,6-10,252,C,New Mexico,Jr.,103.0,32.0,32.0,1025,20.7,0.536,0.507,0.166,0.365,396.0,8.9,21.1,15.5,7.5,0.7,8.8,12.6,23.2,1.7,2.2,3.8,0.149,0.0,5.2,5.3,107.7,95.8,0.61,5,2.8,0.0,.061,-6.0,0.0,-64.7
Jamil Wilson,2013-14,6-7,220,SF,Marquette,Sr.,40.0,32.0,32.0,926,16.3,0.509,0.478,0.308,0.333,368.0,5.8,18.3,12.1,19.3,1.2,2.1,14.0,23.8,1.3,1.5,2.7,0.118,2.2,2.4,4.6,104.8,101.4,1.37,15,18.3,0.5,.096,0.2,0.2,-0.4
Karl-Anthony Towns,2014-15,7-0,250,C,Kentucky,Fr.,5.0,39.0,39.0,822,31.4,0.627,0.57,0.031,0.523,391.0,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,3.5,2.9,6.4,0.311,6.5,10.8,17.3,126.8,78.1,0.83,358,34.4,50.4,.197,4.8,21.2,+5.6
D'Angelo Russell,2014-15,6-4,195,PG/SG,Ohio State,Fr.,16.0,35.0,34.0,1188,26.6,0.573,0.541,0.449,0.303,671.0,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,4.4,2.4,6.8,0.229,8.7,3.0,11.7,115.7,94.5,1.72,317,29.0,8.4,.044,0.4,5.5,-3.1
Jahlil Okafor,2014-15,6-11,270,C,Duke,Fr.,2.0,38.0,38.0,1143,30.7,0.6409999999999999,0.664,0.0,0.462,609.0,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,4.5,2.2,6.7,0.235,6.8,4.1,10.9,119.9,95.4,0.52,218,20.4,6.4,.069,-2.0,0.0,-10.8
Justise Winslow,2014-15,6-6,222,SG/SF,Duke,Fr.,14.0,39.0,39.0,1135,22.3,0.5720000000000001,0.551,0.309,0.438,473.0,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,3.1,2.5,5.5,0.196,5.1,5.3,10.4,115.2,92.8,1.15,241,28.4,7.7,.054,-1.8,0.3,+3.7
Stanley Johnson,2014-15,6-6,242,SF,Arizona,Fr.,4.0,38.0,37.0,1081,22.5,0.551,0.501,0.297,0.456,509.0,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,2.8,2.9,5.7,0.212,4.8,5.4,10.2,111.1,87.6,0.77,305,20.5,3.2,.025,-2.9,-1.5,-2.7
Trey Lyles,2014-15,6-10,240,PF,Kentucky,Fr.,13.0,36.0,21.0,828,19.8,0.5429999999999999,0.496,0.121,0.425,308.0,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,2.1,2.3,4.4,0.213,3.9,5.1,8.9,115.9,86.3,0.93,351,18.0,10.3,.078,-1.2,1.3,-3.4
Cameron Payne,2014-15,6-2,185,PG,Murray State,So.,359.0,35.0,35.0,1127,30.1,0.573,0.534,0.415,0.315,716.0,2.2,10.6,6.6,40.0,3.6,1.6,12.4,31.5,5.5,1.8,7.3,0.258,8.6,0.3,8.9,122.5,99.0,2.4,153,16.0,2.2,.044,-2.3,-0.2,-6.9
Myles Turner,2014-15,6-11,240,C,Texas,Fr.,5.0,34.0,7.0,755,25.5,0.556,0.488,0.241,0.436,310.0,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,1.9,2.1,4.0,0.213,1.5,7.3,8.7,112.6,86.3,0.43,335,28.3,25.9,.131,0.6,6.2,+1.2
Devin Booker,2014-15,6-6,205,SG,Kentucky,Fr.,20.0,38.0,0.0,816,19.4,0.6,0.5710000000000001,0.491,0.223,324.0,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,2.7,1.8,4.5,0.219,6.9,2.0,8.9,123.1,92.2,1.14,334,33.5,15.9,.068,-0.3,4.8,+1.9
Sam Dekker,2014-15,6-9,220,SF,Wisconsin,Jr.,13.0,40.0,40.0,1239,25.5,0.605,0.586,0.3720000000000001,0.278,519.0,8.4,14.8,11.7,8.6,1.1,1.5,7.3,23.2,5.1,1.9,7.0,0.225,8.2,1.8,10.0,128.6,99.8,1.36,200,15.5,5.4,.083,-1.4,0.5,+0.5
Willie Cauley-Stein,2014-15,7-0,242,C,Kentucky,Jr.,39.0,39.0,38.0,1012,23.8,0.588,0.5720000000000001,0.0,0.542,344.0,11.1,17.3,14.5,7.4,2.9,7.1,13.9,17.8,2.6,3.4,6.0,0.239,4.7,10.0,14.7,119.8,80.0,0.79,349,23.5,20.3,.119,0.1,4.3,-0.4
Bobby Portis,2014-15,6-11,245,PF,Arkansas,So.,17.0,36.0,36.0,1076,29.5,0.5820000000000001,0.552,0.064,0.335,578.0,13.6,20.2,16.8,8.8,2.1,4.8,9.4,26.7,4.2,1.9,6.1,0.227,5.8,3.1,9.0,122.0,96.9,0.75,315,20.4,10.8,.081,-1.3,1.1,-0.4
Kelly Oubre,2014-15,6-7,205,SF,Kansas,Fr.,8.0,36.0,27.0,756,21.1,0.555,0.512,0.383,0.444,303.0,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,1.7,1.7,3.4,0.18,4.8,3.7,8.6,112.0,92.6,0.65,348,24.1,12.0,.069,-1.9,0.2,-1.8
Terry Rozier,2014-15,6-2,190,PG,Louisville,So.,76.0,36.0,35.0,1260,22.1,0.509,0.457,0.301,0.338,591.0,3.8,13.9,8.8,19.7,3.5,0.5,11.6,27.8,3.0,3.0,6.0,0.191,4.7,3.7,8.4,108.3,90.4,1.37,335,22.7,12.9,.082,-0.1,3.7,-6.8
Montrezl Harrell,2014-15,6-8,255,PF,Louisville,Jr.,81.0,35.0,35.0,1229,24.8,0.588,0.578,0.098,0.508,521.0,10.0,19.1,14.5,9.2,1.6,3.7,12.9,22.3,3.6,3.0,6.6,0.214,4.6,4.7,9.2,117.4,90.3,0.71,318,20.9,26.2,.190,2.6,7.7,+1.1
Rashad Vaughn,2014-15,6-5,200,SG,UNLV,Fr.,11.0,23.0,23.0,742,20.2,0.547,0.521,0.43,0.299,352.0,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,1.4,1.1,2.5,0.132,3.0,-1.8,1.3,103.6,100.4,0.72,139,12.0,-0.6,-0.017,-4.7,-1.2,-4.0
Jerian Grant,2014-15,6-4,200,PG,Notre Dame,Sr.,111.0,38.0,38.0,1408,25.5,0.5920000000000001,0.536,0.37,0.511,706.0,1.3,8.3,5.1,33.6,2.8,1.4,13.4,24.2,6.1,1.6,7.7,0.218,8.0,0.9,8.9,125.6,104.0,3.09,273,18.0,8.3,.081,-1.5,0.6,-2.9
Justin Anderson,2014-15,6-6,230,SG/SF,Virginia,Jr.,47.0,26.0,22.0,724,23.8,0.61,0.5720000000000001,0.471,0.371,283.0,3.1,14.4,9.0,14.0,1.6,2.5,10.7,23.3,2.5,1.8,4.4,0.241,7.6,4.6,12.2,123.5,89.4,1.45,219,13.1,4.6,.077,-1.2,0.6,-3.6
Frank Kaminsky,2014-15,7-1,230,C,Wisconsin,Sr.,242.0,39.0,39.0,1311,34.4,0.628,0.59,0.207,0.41,691.0,6.0,25.7,16.1,18.4,1.7,4.5,9.8,28.6,6.9,2.9,9.8,0.299,9.5,5.8,15.3,129.6,92.6,1.63,314,22.2,12.4,.085,-0.6,2.5,-2.2
Delon Wright,2014-15,6-5,180,PG/SG,Utah,Sr.,,35.0,35.0,1165,29.2,0.619,0.5489999999999999,0.225,0.565,558.0,4.0,13.7,9.3,33.0,4.0,3.2,14.2,22.8,5.3,3.1,8.4,0.289,8.8,7.4,16.2,129.8,87.7,2.62,263,19.8,14.8,.137,2.2,5.6,-2.2
Kevon Looney,2014-15,6-9,222,PF,UCLA,Fr.,10.0,36.0,36.0,1113,21.9,0.532,0.505,0.165,0.458,428.0,12.2,21.0,16.6,9.1,2.5,3.3,10.3,19.7,2.8,2.0,4.8,0.172,4.2,4.0,8.2,116.5,97.0,1.13,224,13.9,10.3,.158,-0.5,1.1,-0.2
Chris McCullough,2014-15,6-9,200,PF,Syracuse,Fr.,26.0,16.0,16.0,450,18.9,0.508,0.482,0.009000000000000001,0.628,146.0,9.0,18.5,13.8,8.2,3.6,8.5,19.3,20.7,0.3,1.2,1.4,0.126,-1.4,8.2,6.8,95.7,88.6,0.51,59,9.0,0.6,.054,-2.5,-0.1,-2.1
Rondae Hollis-Jefferson,2014-15,6-7,210,SF,Arizona,So.,14.0,38.0,25.0,1090,21.8,0.573,0.513,0.105,0.745,435.0,9.0,20.1,14.8,10.1,2.4,3.4,13.7,20.5,3.1,2.9,5.9,0.218,4.4,6.8,11.2,118.5,87.8,1.0,286,22.8,12.3,.090,-0.7,2.2,+0.9
Norman Powell,2014-15,6-4,215,SG,UCLA,Sr.,51.0,36.0,36.0,1244,19.6,0.54,0.4970000000000001,0.255,0.362,531.0,1.9,13.3,7.6,12.8,3.2,1.5,12.8,25.3,2.5,1.9,4.4,0.14,3.5,2.4,5.8,107.4,99.8,0.94,299,18.6,11.5,.099,-0.3,2.3,-4.0
Tyus Jones,2014-15,6-1,185,PG,Duke,Fr.,6.0,39.0,39.0,1322,20.4,0.575,0.489,0.383,0.5,532.0,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,4.4,2.1,6.5,0.196,6.6,2.8,9.4,125.0,99.2,2.86,312,18.0,11.4,.097,0.0,2.8,+1.3
Jordan Mickey,2014-15,6-8,240,PF,LSU,So.,38.0,31.0,31.0,1081,21.7,0.5329999999999999,0.505,0.024,0.388,454.0,10.5,19.6,15.3,7.6,1.5,9.6,18.4,25.0,1.2,2.6,3.9,0.14300000000000002,-0.8,6.3,5.5,99.7,90.2,0.4,64,7.5,0.5,.050,-4.8,-0.3,-9.5
Rakeem Christmas,2014-15,6-9,245,PF/C,Syracuse,Sr.,25.0,31.0,31.0,1064,26.5,0.591,0.552,0.003,0.519,498.0,10.2,19.6,14.9,10.5,1.7,8.5,14.5,25.8,3.0,2.3,5.4,0.203,3.4,6.2,9.6,113.6,92.5,0.6,30,7.5,0.5,.105,-4.7,-0.2,-11.6
Richaun Holmes,2014-15,6-9,245,PF,Bowling Green,Sr.,,31.0,30.0,892,30.4,0.625,0.594,0.147,0.522,421.0,11.6,20.9,16.3,7.2,1.5,11.2,14.1,25.6,3.2,2.0,5.1,0.23,3.6,5.7,9.3,119.6,92.7,0.43,265,18.7,17.0,.165,0.7,3.3,+1.6
RJ Hunter,2014-15,6-6,185,SG,Georgia State,Jr.,,35.0,35.0,1294,25.8,0.552,0.473,0.51,0.447,667.0,2.8,12.5,7.9,20.3,3.6,3.6,11.0,29.6,4.4,2.5,6.9,0.215,5.4,1.3,6.7,115.4,95.5,1.64,0,0,0,0,0,0,0
Olivier Hanlan,2014-15,6-4,185,PG/SG,Boston College,Jr.,,32.0,31.0,1204,22.2,0.5529999999999999,0.519,0.371,0.292,608.0,2.6,11.5,7.1,29.1,2.1,0.1,13.1,30.1,3.3,1.1,4.4,0.145,6.4,-0.3,6.0,109.3,106.3,1.59,0,0,0,0,0,0,0
Jarell Martin,2014-15,6-9,240,PF,LSU,So.,12.0,33.0,32.0,1159,21.6,0.565,0.526,0.131,0.511,531.0,9.7,18.1,14.1,10.5,1.9,1.8,15.7,24.8,2.7,2.4,5.1,0.174,3.1,2.2,5.3,109.8,94.2,0.64,184,15.9,3.2,.053,-4.3,-1.7,-1.9
Cliff Alexander,2014-15,6-8,240,PF/C,Kansas,Fr.,2.0,28.0,6.0,492,23.2,0.598,0.5660000000000001,0.0,0.612,192.0,13.3,19.9,16.8,5.4,0.6,7.7,14.4,20.1,1.3,1.0,2.3,0.188,3.2,5.0,8.1,118.2,95.0,0.43,8,4.5,0.0,.052,0.0,0.0,-17.9
Christian Wood,2014-15,6-10,215,PF,UNLV,So.,48.0,33.0,32.0,1078,25.5,0.5720000000000001,0.531,0.234,0.434,499.0,10.4,22.8,17.0,9.2,0.6,8.2,14.8,26.6,2.7,2.3,5.0,0.185,2.2,3.2,5.4,109.9,93.5,0.54,113,16.2,6.4,.169,2.2,1.9,+6.0
Terran Petteway,2014-15,6-6,210,SF,Nebraska,Jr.,177.0,31.0,31.0,1086,19.0,0.512,0.469,0.467,0.387,531.0,1.9,14.8,8.4,22.4,2.0,3.1,15.9,33.3,1.2,1.9,3.1,0.114,3.1,2.5,5.6,96.9,97.2,0.84,0,0,0,0,0,0,0
Jonathan Holmes,2014-15,6-9,245,PF,Texas,Sr.,86.0,32.0,31.0,835,19.5,0.52,0.469,0.481,0.3670000000000001,320.0,10.5,15.8,13.4,9.0,1.3,4.1,12.9,23.1,1.9,1.6,3.5,0.17,4.4,3.4,7.8,111.5,95.0,0.72,0,0,0,0,0,0,0
Dakari Johnson,2014-15,7-0,260,C,Kentucky,So.,9.0,39.0,0.0,635,22.3,0.5529999999999999,0.506,0.0,0.923,256.0,13.4,19.1,16.5,8.9,1.4,6.1,15.8,22.0,1.6,2.0,3.6,0.229,3.0,7.2,10.2,113.9,82.6,0.69,0,0,0,0,0,0,0
Joseph Young,2014-15,6-2,185,PG/SG,Oregon,Sr.,104.0,36.0,35.0,1322,23.2,0.568,0.524,0.431,0.226,701.0,1.7,11.6,6.9,21.3,1.8,0.1,11.7,28.7,4.4,1.2,5.6,0.17,6.7,-0.7,6.1,115.4,106.2,1.55,127,8.5,0.4,.016,-4.1,-0.6,-10.5
Anthony Brown,2014-15,6-7,210,SG/SF,Stanford,Sr.,60.0,37.0,36.0,1320,19.5,0.573,0.528,0.439,0.358,523.0,3.8,18.8,11.4,15.2,1.3,0.6,13.1,21.7,3.6,1.7,5.2,0.159,5.1,1.9,7.0,116.8,102.3,1.31,41,18.6,-0.2,-0.016,-5.1,-0.6,+7.6
Travis Trice,2014-15,6-1,170,PG,Michigan State,Sr.,,39.0,33.0,1309,20.9,0.525,0.489,0.4970000000000001,0.336,610.0,1.7,9.2,5.6,31.2,1.9,0.5,10.8,26.4,4.1,1.7,5.8,0.17800000000000002,6.9,0.8,7.7,115.4,102.1,2.86,0,0,0,0,0,0,0
JP Tokoto,2014-15,6-6,195,SG/SF,UNC,Jr.,,38.0,34.0,1106,15.9,0.484,0.45,0.118,0.4320000000000001,378.0,6.4,14.3,10.6,24.0,2.9,1.3,20.7,17.9,1.4,1.9,3.3,0.118,3.3,5.3,8.6,103.8,98.1,1.92,0,0,0,0,0,0,0
Brandon Ashley,2014-15,6-8,230,PF,Arizona,Jr.,17.0,38.0,38.0,1055,19.6,0.574,0.5329999999999999,0.111,0.5329999999999999,431.0,8.4,14.5,11.6,4.7,1.3,2.7,12.0,22.5,2.8,2.3,5.2,0.196,3.2,3.6,6.9,116.2,92.5,0.45,0,0,0,0,0,0,0
Josh Richardson,2014-15,6-6,200,SG,Tennessee,Sr.,159.0,32.0,32.0,1162,22.9,0.56,0.519,0.321,0.311,499.0,2.9,13.2,7.8,24.4,3.8,2.0,15.7,25.5,3.2,1.4,4.6,0.159,5.8,2.0,7.8,112.9,103.1,1.35,307,30.7,17.6,.090,-0.2,4.2,+1.8
Andrew Harrison,2014-15,6-6,215,PG/SG,Kentucky,So.,4.0,39.0,39.0,994,18.0,0.531,0.446,0.35200000000000004,0.596,388.0,1.7,8.1,5.1,26.0,2.5,0.9,15.7,21.4,2.6,2.5,5.1,0.205,4.9,4.1,9.0,115.2,89.2,2.17,145,20.6,3.2,.051,-2.8,-0.6,-1.5
Vince Hunter,2014-15,6-8,210,SF/PF,UTEP,So.,129.0,33.0,30.0,940,25.8,0.5539999999999999,0.532,0.029,0.598,481.0,11.6,25.9,19.1,14.3,2.7,3.8,17.2,30.5,2.0,2.4,4.4,0.18600000000000005,0.9,3.8,4.7,104.6,89.2,0.6,0,0,0,0,0,0,0
Pat Connaughton,2014-15,6-5,215,SG,Notre Dame,Sr.,113.0,38.0,38.0,1351,19.4,0.615,0.597,0.618,0.18,436.0,4.2,20.4,13.0,7.6,1.3,2.7,10.2,17.7,3.5,1.9,5.4,0.16,6.1,2.1,8.2,122.1,101.0,1.3,277,15.6,9.8,.109,-0.5,1.7,-3.4
Branden Dawson,2014-15,6-7,230,SF/PF,Michigan State,Sr.,19.0,35.0,32.0,1055,23.8,0.5329999999999999,0.535,0.0,0.306,408.0,11.9,23.5,17.9,12.2,2.5,6.3,14.7,23.4,2.0,2.5,4.4,0.168,2.2,7.3,9.5,106.6,91.1,0.88,6,4.8,0.0,.069,-5.7,0.0,-30.0
Aaron White,2014-15,6-9,220,SF/PF,Iowa,Sr.,,34.0,34.0,1070,29.3,0.633,0.5529999999999999,0.18,0.726,509.0,7.7,18.5,13.2,10.2,2.6,1.7,8.5,23.5,5.0,2.2,7.2,0.27,8.5,3.3,11.8,133.9,94.2,1.17,0,0,0,0,0,0,0
Michael Frazier,2014-15,6-5,200,SG,Florida,Jr.,91.0,26.0,19.0,759,18.7,0.585,0.5379999999999999,0.638,0.298,280.0,3.7,14.0,8.7,10.9,2.6,0.3,14.6,22.6,1.7,1.4,3.1,0.162,5.7,2.8,8.4,111.6,96.3,0.8,8,8.3,0.0,.016,-8.8,-0.1,-18.5
Chasson Randle,2014-15,6-2,180,PG/SG,Stanford,Sr.,66.0,37.0,37.0,1347,22.5,0.5589999999999999,0.486,0.46,0.423,673.0,1.0,9.7,5.3,18.8,2.3,0.4,10.4,27.9,4.7,1.5,6.3,0.18600000000000005,6.9,0.3,7.3,118.1,104.0,1.49,78,13.9,1.3,.059,-3.4,-0.4,-0.7
Larry Nance,2014-15,6-9,230,PF,Wyoming,Sr.,,31.0,30.0,1082,25.3,0.581,0.5329999999999999,0.117,0.403,472.0,6.0,21.1,14.1,20.0,2.3,4.3,14.0,28.5,2.8,2.6,5.4,0.199,2.4,4.3,6.7,109.6,90.6,1.09,315,23.5,20.3,.132,1.3,6.1,+3.7
Robert Upshaw,2014-15,7-0,260,C,Washington,So.,52.0,19.0,4.0,474,29.4,0.564,0.593,0.006999999999999999,0.5720000000000001,190.0,12.0,24.9,18.7,4.4,0.9,17.4,11.5,22.9,1.0,1.1,2.1,0.18,-0.3,8.3,8.0,110.6,91.4,0.38,0,0,0,0,0,0,0
Bryce Dejean-Jones,2014-15,6-6,205,SG,Iowa State,Sr.,82.0,33.0,21.0,760,21.9,0.5710000000000001,0.53,0.32799999999999996,0.46,348.0,6.1,16.3,11.5,17.2,2.6,1.3,13.9,23.5,2.1,1.3,3.4,0.177,5.1,2.9,8.0,103.4,97.6,1.43,14,19.9,0.2,.033,-2.5,0.0,-2.5
Ryan Boatright,2014-15,5-11,170,PG,UConn,Sr.,55.0,34.0,34.0,1216,23.4,0.581,0.523,0.486,0.388,571.0,1.6,11.7,6.9,25.3,2.4,0.7,13.7,27.2,4.0,2.0,6.1,0.199,7.5,0.8,8.3,116.1,98.2,1.59,0,0,0,0,0,0,0
Juwan Staten,2014-15,6-0,190,PG,West Virginia,Sr.,65.0,30.0,30.0,938,18.6,0.507,0.451,0.171,0.503,429.0,1.5,9.8,4.9,31.8,2.0,0.1,12.6,24.2,2.4,1.2,3.6,0.154,4.1,0.0,4.1,112.0,102.0,2.28,0,0,0,0,0,0,0
Treveon Graham,2014-15,6-6,220,SG,VCU,Sr.,395.0,33.0,33.0,970,25.2,0.546,0.507,0.418,0.45,499.0,8.0,20.5,13.8,12.7,1.2,1.1,7.2,27.6,3.5,1.5,5.1,0.21,6.6,0.3,6.9,118.8,99.1,1.39,180,16.0,2.8,.047,-3.8,-1.3,-2.3
Kevin Pangos,2014-15,6-2,185,PG,Gonzaga,Sr.,176.0,38.0,38.0,1278,19.8,0.624,0.583,0.625,0.359,474.0,1.7,7.2,4.8,23.4,2.3,0.3,12.6,16.8,4.6,2.2,6.8,0.212,7.4,2.1,9.5,133.4,98.1,3.55,0,0,0,0,0,0,0
Jarvis Williams,2014-15,6-7,215,PF,Murray State,Sr.,,35.0,35.0,1085,26.9,0.599,0.5670000000000001,0.003,0.65,535.0,15.0,16.0,15.5,5.9,1.4,3.5,9.5,23.5,4.6,1.6,6.2,0.227,3.6,-0.2,3.3,127.8,100.2,0.67,0,0,0,0,0,0,0
LeBryan Nash,2014-15,6-8,232,SF/PF,Oklahoma State,Sr.,9.0,31.0,31.0,982,21.4,0.5429999999999999,0.465,0.052000000000000005,0.5710000000000001,509.0,4.7,16.5,10.8,16.3,1.5,3.4,17.0,32.7,1.9,1.7,3.6,0.145,0.7,2.1,2.8,102.6,97.8,0.62,0,0,0,0,0,0,0
Michael Qualls,2014-15,6-5,205,SF,Arkansas,Jr.,171.0,36.0,34.0,1086,21.7,0.562,0.502,0.4,0.494,524.0,6.0,14.2,10.0,10.9,1.7,1.6,10.7,25.3,3.4,1.4,4.8,0.177,5.5,0.6,6.2,117.5,102.1,0.98,0,0,0,0,0,0,0
Aaron Harrison,2014-15,6-6,210,SG,Kentucky,So.,6.0,39.0,38.0,1004,17.9,0.514,0.474,0.505,0.273,382.0,1.9,9.2,5.8,11.1,2.7,0.6,7.7,23.6,2.5,2.6,5.2,0.205,5.2,3.6,8.8,115.1,88.3,1.57,35,9.8,-0.1,-0.020,-7.4,-0.5,-10.5
Tashawn Thomas,2014-15,6-8,240,PF,Oklahoma,Sr.,,35.0,35.0,1038,20.0,0.5529999999999999,0.519,0.01,0.399,401.0,8.5,14.9,11.9,10.4,1.3,5.3,15.7,21.3,2.0,2.3,4.2,0.163,1.8,5.8,7.7,108.6,93.0,0.75,0,0,0,0,0,0,0
Tyler Harvey,2014-15,6-4,180,SG,Eastern Washington,Jr.,,32.0,32.0,1182,26.9,0.643,0.6,0.606,0.359,664.0,2.0,9.6,5.8,13.9,1.8,0.4,10.0,27.5,5.7,0.4,6.1,0.207,7.6,-4.7,2.9,129.1,112.2,1.28,0,0,0,0,0,0,0
TJ McConnell,2014-15,6-2,190,PG,Arizona,Sr.,348.0,38.0,38.0,1158,22.9,0.57,0.5379999999999999,0.249,0.224,476.0,2.8,12.5,7.8,39.0,4.3,0.3,18.4,18.9,3.5,3.0,6.5,0.224,7.0,5.7,12.7,119.8,88.2,3.05,0,0,0,0,0,0,0
Dez Wells,2014-15,6-4,210,SG,Maryland,Sr.,63.0,28.0,27.0,853,21.1,0.5589999999999999,0.503,0.155,0.40700000000000003,421.0,5.5,14.2,10.2,23.7,2.1,1.6,19.6,30.1,1.7,1.5,3.2,0.149,3.7,2.3,6.0.104.0,97.6,0.84,0.0,0,0,0,0,0,0,
Chris Walker,2014-15,6-10,210,PF,Florida,So.,7.0,31.0,6.0,453,16.0,0.518,0.5379999999999999,0.025,0.37,133.0,11.0,18.7,14.7,1.0,1.4,9.4,18.6,20.7,0.1,1.0,1.2,0.102,-1.8,3.8,1.9,93.1,91.9,0.03,0,0,0,0,0,0,0
Keifer Sykes,2014-15,6-0,170,PG,Green Bay,Sr.,,33.0,33.0,1156,24.3,0.551,0.501,0.314,0.386,584.0,2.5,12.3,7.5,25.3,2.9,0.5,11.3,28.4,3.7,2.3,6.0,0.209,5.2,1.0,6.2,114.3,94.5,1.82,0,0,0,0,0,0,0
Will Cummings,2014-15,6-1,180,PG,Temple,Sr.,,36.0,35.0,1224,21.4,0.524,0.4320000000000001,0.265,0.591,540.0,2.8,10.2,6.4,28.6,3.4,0.6,12.3,24.5,3.2,2.5,5.6,0.184,4.7,2.6,7.3,112.1,94.8,2.13,0,0,0,0,0,0,0
Sir'Dominic Pointer,2014-15,6-6,190,SF,St. John's,Sr.,40.0,33.0,32.0,1143,24.7,0.5660000000000001,0.527,0.075,0.413,465.0,6.3,17.2,11.9,18.0,3.3,7.4,14.2,21.0,2.8,2.4,5.2,0.18,3.7,7.4,11.1,113.8,94.2,1.48,0,0,0,0,0,0,0
Quinn Cook,2014-15,6-1,180,PG,Duke,Sr.,29.0,39.0,39.0,1396,19.7,0.609,0.569,0.588,0.251,544.0,1.4,9.2,5.5,13.2,1.7,0.1,8.7,20.0,4.9,1.9,6.8,0.194,8.2,1.5,9.6,129.6,101.7,2.19,159,15.1,3.9,.078,-2.2,-0.1,-10.7
Alan Williams,2014-15,6-8,260,PF/C,UCSB,Sr.,,26.0,26.0,847,29.5,0.524,0.458,0.009000000000000001,0.481,436.0,12.3,31.6,22.0,12.9,2.3,6.5,10.6,30.9,2.6,2.1,4.7,0.22,1.3,4.5,5.8,111.1,89.7,0.88,67,13.0,2.5,.136,-1.1,0.2,+6.7
D'Angelo Harrison,2014-15,6-3,215,SG,St. John's,Sr.,62.0,33.0,33.0,1150,20.9,0.5539999999999999,0.4920000000000001,0.417,0.452,536.0,3.7,13.0,8.5,11.7,1.9,1.3,9.5,25.8,3.3,1.5,4.8,0.166,5.2,0.2,5.4,114.2,102.1,1.16,0,0,0,0,0,0,0
Corey Hawkins,2014-15,6-2,190,SG,UC-Davis,Sr.,,28.0,28.0,934,30.1,0.653,0.611,0.444,0.42,546.0,2.9,14.8,9.5,25.3,2.7,0.7,15.8,32.2,4.4,1.4,5.8,0.248,8.5,-0.1,8.4,121.7,99.9,1.12,0,0,0,0,0,0,0
Darrun Hilliard,2014-15,6-7,220,SG,Villanova,Sr.,,35.0,35.0,1007,23.1,0.5760000000000001,0.5429999999999999,0.528,0.267,444.0,2.0,10.7,6.5,15.9,3.8,1.3,8.8,25.2,3.3,2.2,5.5,0.218,6.7,3.5,10.2,119.5,92.8,1.76,91,9.4,0.3,.016,-4.7,-0.6,+1.7
Cady Lalanne,2014-15,6-9,240,C,UMass,Sr.,,32.0,32.0,929,20.8,0.5820000000000001,0.5579999999999999,0.07200000000000001,0.5720000000000001,352.0,13.5,23.4,18.5,2.4,1.2,6.4,20.1,21.3,1.4,1.5,2.9,0.126,-0.1,2.1,2.0,104.8,98.7,0.12,0,0,0,0,0,0,0
DJ Newbill,2014-15,6-4,215,SG,Penn State,Sr.,,34.0,34.0,1261,23.7,0.551,0.506,0.306,0.383,674.0,3.4,11.0,7.2,21.7,2.1,0.6,12.4,30.4,3.8,1.6,5.5,0.173,6.2,1.0,7.3,111.6,102.3,1.17,0,0,0,0,0,0,0
Ralston Turner,2014-15,6-6,210,SG,NC State,Sr.,109.0,36.0,36.0,1136,15.7,0.55,0.517,0.672,0.21,401.0,2.2,9.1,5.7,6.4,1.2,0.5,8.1,21.0,2.7,1.0,3.8,0.133,5.9,-0.1,5.8,116.3,106.0,0.95,0,0,0,0,0,0,0
