Name,Season,Height,Weight,Position,School,Class,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ORTG,DRTG,AST/TOV,NBA GP,NBA MPG,NBA WS,NBA WSP48,NBA BPM,NBA VORP,NBA PLUSMINUS
Andrew Nicholson,2011-12,6-10,234,PF,St. Bonaventure,Sr.,,32.0,32.0,962,31.6,0.638,0.601,0.138,0.429,515.0,11.1,25.1,18.1,9.4,1.3,7.3,14.7,29.5,4.0,1.7,5.8,0.24,5.7,3.0,8.6,120.1,95.2,0.41,285,14.3,3.8,.045,-3.6,-1.6,-1.0
Arnett Moultrie,2011-12,6-11,233,PF,Mississippi State,Jr.,,30.0,30.0,1073,25.2,0.61,0.561,0.055,0.485,479.0,12.2,23.5,17.7,7.0,1.4,2.1,15.3,23.3,3.6,1.4,5.0,0.18600000000000005,4.0,0.9,4.8,118.3,100.4,0.48,59,12.4,1.7,.113,-2.8,-0.1,-4.5
Dion Waiters,2011-12,6-4,215,SG,Syracuse,So.,23.0,37.0,0.0,891,26.3,0.565,0.534,0.317,0.331,430.0,2.4,8.8,5.6,21.2,4.6,1.5,10.4,26.7,3.2,1.7,5.0,0.223,7.4,2.4,9.8,118.6,93.9,1.92,412,28.3,8.7,.036,-2.1,-0.4,-1.7
Perry Jones,2011-12,6-11,234,SF/PF,Baylor,So.,7.0,33.0,33.0,1013,21.2,0.539,0.514,0.091,0.28,421.0,11.0,19.8,15.4,8.7,1.6,2.1,12.0,23.3,2.7,1.6,4.2,0.16699999999999998,3.0,2.0,5.0,113.4,98.0,0.75,143,11.7,1.7,.048,-3.5,-0.6,-7.8
Jared Sullinger,2011-12,6-9,268,PF,Ohio State,So.,2.0,37.0,36.0,1123,30.2,0.591,0.5379999999999999,0.091,0.519,610.0,12.4,25.8,18.9,8.6,2.3,4.0,11.5,27.9,4.8,3.0,7.9,0.28,6.3,5.3,11.6,121.8,86.0,0.65,269,24.3,15.3,.113,-0.4,2.7,+2.0
John Henson,2011-12,6-10,216,PF,UNC,Jr.,4.0,35.0,34.0,1019,24.7,0.505,0.5,0.0,0.329,439.0,9.0,27.1,17.9,8.0,1.1,9.6,8.7,23.1,2.3,2.7,5.0,0.195,1.6,8.0,9.6,110.2,86.6,0.98,445,19.7,20.7,.113,-0.4,3.4,-0.8
Terrence Jones,2011-12,6-9,252,SF/PF,Kentucky,So.,10.0,38.0,34.0,1115,24.3,0.547,0.523,0.138,0.446,465.0,10.7,17.5,14.3,8.7,2.7,5.8,12.6,22.4,3.1,2.7,5.8,0.209,4.7,5.7,10.4,115.3,88.9,0.82,234,23.8,14.7,.127,0.5,3.6,-4.5
Marquis Teague,2011-12,6-2,189,PG,Kentucky,Fr.,7.0,40.0,40.0,1303,13.2,0.491,0.449,0.227,0.338,457.0,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,1.7,1.8,3.5,0.108,1.9,1.1,3.0,101.7,99.5,1.75,91,10.0,-0.9,-0.045,-6.5,-1.0,-4.4
Royce White,2011-12,6-8,261,SF,Iowa State,So.,27.0,34.0,33.0,1072,22.8,0.536,0.54,0.037000000000000005,0.625,528.0,9.4,26.2,17.7,34.5,2.2,3.0,23.4,26.5,2.1,2.0,4.1,0.152,3.1,5.7,8.9,103.3,95.4,1.31,0,0,0,0,0,0,0
John Jenkins,2011-12,6-4,212,SG,Vanderbilt,Jr.,29.0,35.0,35.0,1177,26.0,0.6559999999999999,0.62,0.6659999999999999,0.334,579.0,1.7,9.1,5.4,8.4,1.5,1.0,9.4,26.2,5.4,1.1,6.5,0.223,10.3,-0.6,9.7,129.4,104.3,0.76,171,12.8,3.0,.065,-1.9,0.1,-6.8
Doron Lamb,2011-12,6-4,199,SG,Kentucky,So.,25.0,40.0,35.0,1249,19.2,0.624,0.5770000000000001,0.442,0.404,482.0,1.5,8.2,5.1,8.8,0.9,0.2,9.1,19.7,4.6,1.6,6.2,0.197,7.2,-0.2,7.1,131.1,101.0,1.36,100,12.7,0.1,.005,-5.8,-1.2,+1.4
Quincy Miller,2011-12,6-10,219,SF,Baylor,Fr.,5.0,37.0,35.0,903,19.4,0.541,0.485,0.223,0.369,377.0,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,2.1,1.3,3.5,0.153,2.5,2.4,4.8,110.1,98.8,0.8,69,13.5,-0.1,-0.003,-3.9,-0.5,+1.2
Will Barton,2011-12,6-6,174,SG/SF,Memphis,So.,9.0,35.0,34.0,1236,26.6,0.5870000000000001,0.55,0.237,0.396,617.0,7.6,20.2,14.2,17.4,2.4,2.1,12.3,25.8,4.6,2.6,7.2,0.232,6.7,3.6,10.4,119.3,92.3,1.36,496,24.4,20.9,.083,0.0,6.2,-1.0
Khris Middleton,2011-12,6-8,216,SG/SF,Texas A&M,Jr.,123.0,20.0,17.0,575,18.9,0.486,0.455,0.313,0.211,251.0,5.4,17.1,11.0,20.0,2.1,1.0,13.7,29.7,0.7,0.9,1.6,0.114,2.6,1.9,4.5,98.0,97.6,1.05,510,31.5,38.3,.114,0.5,10.2,+7.2
Tony Wroten,2011-12,6-6,203,PG/SG,Washington,Fr.,16.0,35.0,27.0,1062,20.4,0.488,0.453,0.125,0.591,579.0,8.0,10.7,9.3,24.5,3.5,1.2,18.7,31.2,1.6,1.6,3.2,0.12,2.4,2.8,5.2,98.8,98.7,0.98,145,21.2,-1.3,-0.021,-3.4,-1.1,-4.9
Jeffery Taylor,2011-12,6-7,213,SF,Vanderbilt,Sr.,69.0,36.0,36.0,1157,23.7,0.58,0.57,0.366,0.369,546.0,8.4,13.3,10.9,12.6,2.4,1.4,13.6,26.4,3.6,1.6,5.2,0.18,6.4,2.2,8.6,114.4,99.8,0.78,132,19.4,1.3,.024,-4.2,-1.5,-3.0
Fab Melo,2011-12,7-0,255,C,Syracuse,So.,15.0,30.0,30.0,763,20.7,0.581,0.5660000000000001,0.0,0.34700000000000003,237.0,12.3,14.6,13.5,5.0,1.2,13.0,17.6,16.5,1.5,1.5,3.0,0.156,2.1,8.3,10.5,112.9,94.2,0.49,6,6.0,0.0,.021,-7.6,-0.1,-11.5
Jared Cunningham,2011-12,6-5,188,SG,Oregon State,Jr.,139.0,36.0,35.0,1245,22.1,0.568,0.507,0.336,0.614,609.0,3.4,10.4,6.8,15.7,4.1,1.2,15.2,26.0,3.4,1.6,5.0,0.162,4.3,0.5,4.8,111.4,100.5,0.99,84,7.2,0.2,.017,-5.7,-0.6,-3.9
Festus Ezeli,2011-12,6-11,264,C,Vanderbilt,Sr.,116.0,26.0,22.0,603,21.0,0.5670000000000001,0.539,0.0,0.8420000000000001,254.0,13.0,19.2,16.1,2.9,1.1,9.0,20.1,25.2,1.1,1.0,2.1,0.14,-0.7,4.3,3.6,103.4,96.1,0.14,170,14.1,5.9,.119,-2.0,0.0,-1.9
Draymond Green,2011-12,6-7,236,SF/PF,Michigan State,Sr.,95.0,37.0,36.0,1229,26.1,0.542,0.504,0.284,0.3670000000000001,610.0,8.2,30.7,19.8,24.2,2.7,3.3,16.8,28.2,3.5,3.6,7.1,0.23,5.5,7.2,12.7,109.6,83.6,1.26,576,28.1,44.4,.132,2.8,19.5,+9.8
Darius Miller,2011-12,6-7,238,SF,Kentucky,Sr.,36.0,40.0,11.0,1043,18.1,0.593,0.5660000000000001,0.493,0.228,384.0,4.3,7.9,6.2,14.4,1.9,1.2,14.8,19.2,2.9,1.6,4.5,0.173,6.6,1.5,8.1,119.8,98.3,1.41,253,20.4,5.9,.055,-2.5,-0.7,+0.8
Kris Joseph,2011-12,6-7,215,SF,Syracuse,Sr.,59.0,37.0,37.0,1192,19.7,0.534,0.486,0.379,0.403,462.0,5.5,11.6,8.6,8.7,2.6,2.2,10.6,22.5,3.0,2.0,5.0,0.168,4.6,2.2,6.8,113.7,96.7,1.02,10,5.4,-0.1,-0.127,-9.9,-0.1,-2.5
Kevin Murphy,2011-12,6-6,195,SG,Tennessee Tech,Sr.,,33.0,32.0,1139,20.8,0.5489999999999999,0.518,0.353,0.32,608.0,3.3,16.7,9.8,16.3,1.4,0.7,14.8,32.3,2.7,0.9,3.7,0.128,1.5,-2.7,-1.2,105.6,106.0,0.7,17,3.1,-0.3,-0.272,-16.8,-0.2,-41.8
Kim English,2011-12,6-6,192,SG,Missouri,Sr.,158.0,35.0,35.0,1175,20.6,0.6579999999999999,0.64,0.518,0.366,446.0,3.4,13.0,8.3,8.6,2.3,0.9,13.3,20.0,3.7,1.3,5.0,0.171,7.2,1.0,8.2,123.7,102.6,0.95,41,9.9,0.2,.021,-4.2,-0.2,-2.6
Drew Gordon,2011-12,6-9,239,PF,New Mexico,Sr.,31.0,35.0,34.0,1078,24.8,0.584,0.545,0.006,0.395,457.0,12.4,31.1,21.9,8.9,2.2,3.8,16.6,23.7,2.8,3.3,6.1,0.226,1.5,5.5,6.9,112.0,82.2,0.52,9,7.9,-0.1,-0.093,-9.5,-0.1,-14.9
Mike Scott,2011-12,6-8,237,PF,Virginia,Sr.,130.0,32.0,32.0,999,30.7,0.62,0.5710000000000001,0.052000000000000005,0.45,522.0,9.7,26.2,18.0,10.7,1.4,1.8,12.6,30.9,4.2,2.6,6.8,0.27,5.3,2.7,8.0,118.4,87.4,0.55,499,16.5,15.4,.089,-1.7,0.7,-2.8
Darius Johnson-Odom,2011-12,6-3,212,SG,Marquette,Sr.,,34.0,33.0,1120,20.1,0.568,0.529,0.426,0.35100000000000003,551.0,2.3,10.1,6.1,17.7,1.6,0.4,12.7,27.2,3.1,1.5,4.7,0.16699999999999998,5.7,0.2,5.9,111.9,99.9,1.16,7,3.0,-0.3,-0.597,-25.5,-0.1,-18.5
JaMychal Green,2011-12,6-9,217,PF,Alabama,Sr.,18.0,26.0,22.0,760,25.3,0.585,0.55,0.04,0.518,349.0,10.5,20.8,15.7,14.9,1.6,6.0,18.4,27.3,2.0,1.8,3.8,0.199,3.3,5.7,8.9,108.7,89.4,0.66,354,21.9,16.8,.104,-1.6,0.8,-2.0
William Buford,2011-12,6-5,215,SG,Ohio State,Sr.,13.0,39.0,37.0,1320,17.4,0.521,0.483,0.354,0.233,536.0,3.2,15.6,9.2,15.1,1.5,0.8,13.4,24.1,2.7,2.6,5.3,0.162,3.7,3.4,7.0,107.5,93.5,1.24,0,0,0,0,0,0,0
Hollis Thompson,2011-12,6-8,205,SG,Georgetown,Jr.,66.0,33.0,33.0,1025,19.1,0.568,0.551,0.404,0.243,381.0,5.5,16.5,11.2,10.5,1.4,1.7,12.9,22.5,2.5,1.9,4.5,0.174,4.0,2.0,6.0,113.2,94.7,0.89,265,24.2,6.5,.048,-2.8,-1.3,+0.6
Kevin Jones,2011-12,6-7,251,PF,West Virginia,Sr.,50.0,33.0,33.0,1265,28.6,0.573,0.542,0.25,0.258,595.0,12.5,24.1,17.7,7.8,1.1,2.9,6.8,24.5,5.5,1.8,7.2,0.229,7.2,1.5,8.6,127.7,99.7,0.98,32,10.4,0.2,.032,-4.1,-0.2,+12.9
Quincy Acy,2011-12,6-8,224,PF,Baylor,Sr.,129.0,38.0,38.0,1130,23.5,0.638,0.5820000000000001,0.018000000000000002,0.635,436.0,10.9,20.0,15.5,6.5,1.8,6.6,16.6,19.0,3.5,2.0,5.6,0.198,4.2,5.3,9.5,123.1,95.3,0.54,337,16.0,8.7,.078,-2.0,-0.1,+0.4
Robert Sacre,2011-12,6-11,260,C,Gonzaga,Sr.,164.0,33.0,33.0,868,22.3,0.595,0.511,0.009000000000000001,0.86,370.0,9.9,20.2,15.1,5.7,0.8,5.8,15.7,22.9,2.6,1.6,4.2,0.194,1.4,3.5,4.9,116.8,95.1,0.4,189,14.5,2.4,.042,-4.0,-1.4,+1.9
Chris Johnson,2011-12,6-5,197,SG,Dayton,Sr.,,32.0,32.0,950,22.0,0.623,0.5870000000000001,0.617,0.28,371.0,10.1,17.1,13.4,9.4,1.5,2.2,13.8,20.2,3.2,1.0,4.2,0.17800000000000002,7.1,1.1,8.2,124.6,103.1,0.82,147,15.5,3.5,.074,-1.5,0.3,+3.8
Alex Young,2011-12,6-6,216,SG/SF,IUPUI,Sr.,,32.0,31.0,1050,27.7,0.5379999999999999,0.482,0.337,0.37,612.0,6.5,17.3,11.4,15.5,2.9,3.1,11.4,33.4,3.8,0.8,4.6,0.174,4.4,-1.7,2.7,112.8,106.8,0.88,0,0,0,0,0,0,0
Maalik Wayns,2011-12,6-1,205,PG,Villanova,Jr.,21.0,29.0,27.0,975,21.1,0.547,0.472,0.386,0.404,503.0,1.7,12.0,6.6,32.5,1.7,0.1,15.7,27.9,3.1,0.6,3.7,0.152,6.5,-0.5,6.0,112.7,107.6,1.53,29,7.3,-0.3,-0.062,-9.3,-0.4,-17.7
Henry Sims,2011-12,6-11,251,C,Georgetown,Sr.,55.0,33.0,33.0,908,21.7,0.524,0.462,0.003,0.5870000000000001,419.0,8.6,18.5,13.7,27.3,1.5,5.6,20.3,27.3,1.9,2.0,3.9,0.174,1.5,5.9,7.5,104.7,91.4,1.23,135,18.8,4.6,.087,-2.8,-0.5,-3.8
Cameron Moore,2011-12,6-10,223,PF,UAB,Sr.,,31.0,31.0,1111,24.7,0.515,0.489,0.057,0.41600000000000004,466.0,9.8,27.0,18.3,10.0,1.1,7.0,11.7,27.1,2.4,2.3,4.7,0.17,3.2,2.6,5.8,106.4,92.6,0.61,0,0,0,0,0,0,0
Terrance Henry,2011-12,6-10,195,SF/PF,Ole Miss,Sr.,76.0,34.0,33.0,1049,14.2,0.542,0.4920000000000001,0.243,0.461,393.0,3.4,13.2,8.2,11.7,1.2,3.8,22.7,24.4,0.8,1.3,2.1,0.08,-0.2,1.7,1.5,95.2,101.0,0.48,0,0,0,0,0,0,0
Miles Plumlee,2011-12,7-0,252,PF/C,Duke,Sr.,82.0,34.0,16.0,697,21.8,0.621,0.61,0.0,0.521,247.0,16.6,24.6,20.6,5.1,1.5,4.2,18.7,16.1,1.9,1.2,3.1,0.177,3.8,3.7,7.5,121.1,96.4,0.43,346,16.4,10.6,.090,-1.9,0.2,-2.4
Ramone Moore,2011-12,6-5,188,SG,Temple,Sr.,,32.0,32.0,1170,18.2,0.528,0.488,0.325,0.303,535.0,3.1,11.6,7.3,19.1,1.8,0.4,13.5,26.7,2.6,1.0,3.6,0.123,2.9,-0.7,2.2,107.1,105.6,1.34,0,0,0,0,0,0,0
Justin Hamilton,2011-12,7-0,260,C,LSU,Jr.,,33.0,32.0,990,22.7,0.5529999999999999,0.498,0.038,0.428,408.0,11.8,17.2,14.2,7.0,1.5,4.7,12.9,22.6,2.6,1.7,4.3,0.172,2.8,3.6,6.5,113.1,96.5,0.53,113,17.4,3.7,.091,-0.9,0.5,-8.5
Tyshawn Taylor,2011-12,6-3,180,PG/SG,Kansas,Sr.,75.0,39.0,38.0,1303,19.8,0.569,0.5379999999999999,0.321,0.42,635.0,0.7,7.5,4.2,29.7,2.4,0.5,19.5,27.5,3.1,2.1,5.2,0.159,5.0,1.0,6.0,106.9,97.7,1.35,61,8.0,-0.9,-0.088,-8.1,-0.8,-20.0
Scott Machado,2011-12,6-2,205,PG,Iona,Sr.,,33.0,33.0,1171,23.5,0.605,0.5589999999999999,0.316,0.39,590.0,3.1,14.2,8.6,44.2,2.5,0.6,22.5,19.9,4.5,1.4,5.9,0.203,5.7,0.2,5.9,123.3,101.7,3.03,10,4.0,0.0,.013,-2.0,0.0,-12.9
Kyle O'Quinn,2011-12,6-10,241,PF,Norfolk State,Sr.,,36.0,36.0,1125,28.6,0.616,0.581,0.08900000000000001,0.626,548.0,12.0,27.9,19.8,10.9,1.3,9.2,17.0,24.9,3.7,2.5,6.2,0.219,2.5,4.2,6.7,116.2,91.1,0.54,469,14.2,17.6,.127,0.9,4.8,+0.7
Tony Mitchell,2011-12,6-6,220,SF,Alabama,Jr.,18.0,22.0,21.0,684,21.2,0.508,0.494,0.285,0.2,270.0,6.8,21.1,14.1,14.1,2.0,5.3,12.6,25.9,1.2,1.7,2.8,0.166,2.3,5.2,7.5,103.1,88.7,0.98,0,0,0,0,0,0,0
Orlando Johnson,2011-12,6-5,224,SF,UCSB,Sr.,,31.0,31.0,1067,26.0,0.56,0.527,0.35700000000000004,0.397,569.0,5.8,13.8,9.9,19.0,2.0,2.4,12.2,30.5,4.0,1.2,5.2,0.194,5.4,-0.8,4.6,115.5,102.6,1.2,103,10.8,1.4,.059,-2.4,-0.1,-5.3
Bernard James,2011-12,6-10,230,PF,Florida State,Sr.,,35.0,35.0,979,23.3,0.602,0.606,0.0,0.448,359.0,13.6,21.4,17.6,3.6,1.6,9.5,18.9,20.0,2.0,2.3,4.3,0.17600000000000002,1.8,6.7,8.4,109.8,89.1,0.22,92,8.3,1.9,.117,-1.8,0.0,-2.9
Marcus Denmon,2011-12,6-3,188,PG/SG,Missouri,Sr.,,35.0,35.0,1212,25.6,0.621,0.574,0.5589999999999999,0.308,561.0,3.9,15.1,9.6,11.5,2.7,0.1,7.6,23.6,5.2,1.5,6.7,0.221,9.0,0.4,9.3,129.7,101.5,1.8,0,0,0,0,0,0,0
Xavier Gibson,2011-12,6-11,266,PF,Florida State,Sr.,58.0,35.0,35.0,645,15.5,0.524,0.49,0.098,0.383,230.0,10.6,17.5,14.1,4.6,1.7,7.7,23.2,23.3,0.3,1.4,1.7,0.105,-2.0,5.1,3.1,92.9,91.2,0.2,0,0,0,0,0,0,0
Herb Pope,2011-12,6-8,261,PF,Seton Hall,Sr.,33.0,33.0,33.0,1036,24.1,0.515,0.491,0.117,0.38,485.0,12.7,28.1,20.0,11.0,2.1,6.2,15.2,28.7,1.9,2.4,4.3,0.165,0.6,4.8,5.4,102.2,90.2,0.55,0,0,0,0,0,0,0
J'Covan Brown,2011-12,6-2,202,PG/SG,Texas,Jr.,62.0,34.0,34.0,1209,23.2,0.55,0.4920000000000001,0.406,0.34,651.0,2.9,9.0,5.8,25.3,2.0,0.4,12.9,29.5,4.5,1.0,5.5,0.183,7.6,0.4,7.9,116.2,105.3,1.41,0,0,0,0,0,0,0
Jae Crowder,2011-12,6-6,241,SF/PF,Marquette,Sr.,10.0,35.0,35.0,1153,28.8,0.598,0.568,0.406,0.3720000000000001,551.0,7.0,22.6,14.7,13.5,4.3,3.1,7.9,23.4,4.5,3.1,7.6,0.263,8.8,5.9,14.7,125.7,85.9,1.66,601,24.7,31.9,.103,0.1,7.8,+2.4
Reggie Hamilton,2011-12,6-1,180,PG,Oakland,Sr.,,36.0,35.0,1284,31.1,0.61,0.54,0.446,0.475,919.0,2.3,11.9,6.7,33.4,3.2,0.2,14.8,34.8,6.9,0.3,7.1,0.222,9.8,-2.9,6.9,121.2,112.1,1.38,0,0,0,0,0,0,0
Robbie Hummel,2011-12,6-8,218,SF,Purdue,Sr.,62.0,35.0,35.0,1128,25.7,0.54,0.495,0.404,0.295,533.0,5.5,24.3,14.0,12.6,1.3,4.2,5.7,26.3,4.2,1.4,5.6,0.197,6.0,2.1,8.1,120.1,101.6,2.06,98,14.3,1.9,.066,-3.1,-0.4,0.0
Dee Bost,2011-12,6-2,180,PG,Mississippi State,Sr.,163.0,33.0,33.0,1197,20.8,0.536,0.484,0.534,0.409,552.0,1.8,9.5,5.6,30.6,3.4,0.6,17.1,25.7,3.1,1.3,4.4,0.14800000000000002,5.8,0.3,6.1,109.2,102.6,1.83,0,0,0,0,0,0,0
Tu Holloway,2011-12,6-0,187,PG,Xavier,Sr.,160.0,34.0,34.0,1247,22.2,0.5870000000000001,0.487,0.336,0.654,601.0,1.3,10.8,6.0,27.5,2.5,0.3,16.7,25.1,4.1,1.4,5.5,0.17600000000000002,6.1,0.9,7.1,115.9,102.4,1.63,0,0,0,0,0,0,0
Mitchell Watt,2011-12,6-9,221,PF,Buffalo,Sr.,,31.0,31.0,937,26.6,0.608,0.57,0.1,0.457,469.0,8.4,20.0,14.3,17.2,1.2,7.4,16.2,26.2,3.1,1.7,4.8,0.204,3.2,3.7,6.9,115.9,95.7,0.9,0,0,0,0,0,0,0
Chace Stanback,2011-12,6-8,208,SG/SF,UNLV,Sr.,60.0,34.0,32.0,947,19.9,0.602,0.578,0.542,0.188,363.0,4.7,14.0,9.3,9.0,2.0,1.5,9.9,20.6,2.6,1.6,4.2,0.17800000000000002,4.9,0.8,5.7,119.6,96.8,1.1,0,0,0,0,0,0,0
Yancy Gates,2011-12,6-9,289,PF/C,Cincinnati,Sr.,32.0,31.0,29.0,993,20.7,0.498,0.477,0.015,0.322,361.0,10.8,22.9,16.4,4.8,1.4,3.1,8.2,21.5,2.1,1.9,4.0,0.162,0.5,1.8,2.2,110.1,94.1,0.65,0,0,0,0,0,0,0
Rakim Sanders,2011-12,6-5,228,SF,Fairfield,Sr.,67.0,37.0,37.0,1195,23.6,0.564,0.547,0.3,0.338,580.0,10.4,22.1,16.0,19.2,2.7,1.2,18.3,29.3,2.7,2.6,5.3,0.177,3.2,1.7,4.9,105.1,91.6,0.75,0,0,0,0,0,0,0
Greg Mangano,2011-12,6-10,231,PF/C,Yale,Sr.,,29.0,29.0,931,26.2,0.5429999999999999,0.519,0.274,0.349,466.0,11.3,25.7,18.1,4.1,0.8,7.2,10.5,29.6,2.6,1.9,4.5,0.194,0.7,0.4,1.0,110.0,93.0,0.25,0,0,0,0,0,0,0
Eli Holman,2011-12,6-9,258,PF,Detroit,Sr.,91.0,26.0,2.0,605,27.8,0.61,0.607,0.0,0.378,266.0,15.2,23.4,19.0,7.3,1.9,6.7,11.1,21.7,2.2,1.0,3.1,0.207,3.5,1.6,5.1,123.6,97.7,0.66,0,0,0,0,0,0,0
Ricardo Ratliffe,2011-12,6-8,244,PF,Missouri,Sr.,144.0,35.0,35.0,916,29.9,0.698,0.693,0.0,0.32,448.0,16.1,21.3,18.8,4.9,1.4,4.0,13.8,23.4,4.2,1.3,5.5,0.242,6.9,1.1,8.0,130.8,99.5,0.38,0,0,0,0,0,0,0
Bradford Burgess,2011-12,6-6,212,SG/SF,VCU,Sr.,,36.0,36.0,1164,18.5,0.526,0.469,0.568,0.386,448.0,4.0,16.1,9.4,10.6,2.1,1.1,8.9,22.5,3.0,2.2,5.2,0.177,3.8,0.7,4.5,113.9,94.6,1.24,0,0,0,0,0,0,0
Carlon Brown,2011-12,6-4,216,SG,Colorado,Sr.,,36.0,36.0,1027,18.1,0.5329999999999999,0.504,0.37,0.267,428.0,3.7,12.2,8.1,17.2,1.7,1.1,14.1,25.6,1.9,1.5,3.4,0.133,2.8,0.7,3.6,104.4,98.9,1.04,0,0,0,0,0,0,0
Garrett Stutz,2011-12,7-0,252,C,Wichita State,Sr.,,32.0,32.0,786,26.5,0.605,0.5589999999999999,0.111,0.377,394.0,9.7,29.5,19.8,9.4,0.9,4.5,16.1,27.3,2.6,2.0,4.5,0.23,2.5,3.2,5.8,114.5,88.2,0.52,0,0,0,0,0,0,0
Dion Dixon,2011-12,6-3,190,SG,Cincinnati,Sr.,,37.0,37.0,1266,16.8,0.474,0.425,0.42,0.387,472.0,5.8,5.9,5.9,12.2,3.0,1.4,11.7,23.5,2.0,1.7,3.7,0.117,2.9,1.6,4.5,103.7,100.4,1.13,0,0,0,0,0,0,0
Casper Ware,2011-12,5-10,170,PG,Long Beach State,Sr.,,34.0,33.0,1146,20.1,0.545,0.501,0.561,0.318,555.0,1.4,7.4,4.4,20.8,2.4,0.3,13.0,27.7,3.3,1.7,5.0,0.174,4.8,-1.0,3.8,112.0,99.2,1.41,9,12.9,0.2,.071,-2.4,0.0,+8.4
Kenny Frease,2011-12,6-11,265,C,Xavier,Sr.,51.0,36.0,33.0,885,18.7,0.524,0.51,0.006999999999999999,0.395,354.0,9.7,20.3,14.9,9.6,0.7,5.0,16.3,24.2,1.2,1.2,2.5,0.111,-0.5,2.9,2.4,101.0,99.6,0.56,0,0,0,0,0,0,0
Zack Rosen,2011-12,6-1,170,PG,Penn,Sr.,,33.0,33.0,1259,22.4,0.5760000000000001,0.5329999999999999,0.403,0.255,602.0,0.9,10.8,5.7,33.8,2.3,0.2,14.7,27.2,4.0,1.2,5.3,0.16699999999999998,5.6,-1.4,4.2,113.5,104.1,1.92,0,0,0,0,0,0,0
Kent Bazemore,2011-12,6-5,201,SG,Old Dominion,Sr.,,35.0,32.0,1103,21.1,0.495,0.463,0.348,0.398,519.0,6.1,17.2,11.1,23.9,4.1,1.3,17.1,29.7,1.8,2.5,4.2,0.154,3.3,2.5,5.7,100.2,90.8,0.96,547,21.2,11.7,.048,-1.3,2.1,-2.7
Larry Anderson,2011-12,6-5,211,SG/SF,Long Beach State,Sr.,,31.0,31.0,1057,21.1,0.608,0.5720000000000001,0.397,0.596,412.0,3.4,14.1,8.8,16.9,3.2,1.0,15.9,20.0,3.0,2.1,5.1,0.193,4.9,2.8,7.6,118.8,94.0,1.39,0,0,0,0,0,0,0
Dario Hunt,2011-12,6-8,230,PF,Nevada,Sr.,,35.0,34.0,1140,18.6,0.495,0.495,0.0,0.5539999999999999,391.0,13.5,22.9,18.1,10.3,1.7,7.8,20.8,20.7,1.0,2.3,3.3,0.115,-1.6,5.7,4.2,97.3,93.3,0.58,0,0,0,0,0,0,0
Kyle Fogg,2011-12,6-3,183,SG,Arizona,Sr.,149.0,35.0,34.0,1124,18.5,0.5820000000000001,0.529,0.486,0.456,433.0,1.9,12.3,7.1,15.4,2.0,1.2,13.5,22.3,2.9,1.7,4.6,0.16399999999999998,4.0,1.6,5.6,114.1,98.3,1.21,0,0,0,0,0,0,0
Nick Barbour,2011-12,6-3,175,SG,High Point,Sr.,,31.0,31.0,1014,26.7,0.628,0.5760000000000001,0.537,0.451,539.0,1.9,7.9,4.8,10.1,2.1,1.3,9.5,28.9,4.7,0.4,5.1,0.201,7.2,-4.6,2.7,125.7,110.7,0.79,0,0,0,0,0,0,0
Ben McLemore,2012-13,6-5,190,SG,Kansas,Fr.,39.0,37.0,36.0,1191,23.2,0.633,0.586,0.435,0.345,530.0,5.0,13.2,9.4,12.6,1.8,2.2,14.2,23.2,4.2,2.3,6.5,0.217,7.3,2.9,10.2,121.4,93.7,0.95,431,23.6,7.6,.036,-3.0,-2.7,+1.1
Cody Zeller,2012-13,7-0,230,PF/C,Indiana,So.,12.0,36.0,36.0,1062,29.8,0.624,0.564,0.006,0.7340000000000001,567.0,12.3,20.4,16.6,9.5,2.1,4.4,14.5,26.5,4.8,2.5,7.3,0.274,6.1,5.2,11.3,124.5,89.5,0.58,419,22.9,27.7,.138,-0.5,3.7,+3.2
CJ McCollum,2012-13,6-3,197,PG/SG,Lehigh,Sr.,,12.0,11.0,372,34.7,0.628,0.58,0.33,0.376,250.0,4.0,15.8,10.0,24.9,2.7,1.2,12.3,37.2,1.9,0.6,2.4,0.261,8.7,-0.7,8.1,118.5,98.1,1.09,473,30.8,31.5,.104,1.0,11.1,+3.2
Alex Len,2012-13,7-1,255,C,Maryland,So.,,38.0,37.0,1004,24.5,0.57,0.535,0.025,0.472,434.0,13.2,21.0,17.2,7.8,0.5,8.0,13.1,22.8,3.0,2.0,5.0,0.2,2.7,5.3,8.0,116.2,93.1,0.62,461,19.7,17.8,.094,-2.0,-0.1,-1.7
Victor Oladipo,2012-13,6-4,213,SG/SF,Indiana,Jr.,146.0,36.0,36.0,1021,28.9,0.6709999999999999,0.648,0.224,0.428,478.0,11.8,15.1,13.5,15.2,4.6,2.8,18.5,22.2,4.2,2.6,6.7,0.264,9.7,7.3,17.0,125.7,87.3,0.89,415,33.0,24.3,.085,1.1,10.8,+4.6
