RealGM ID,Name,School,Season,Height,Age,RSCI,n_opp,sq_ppp,blk,stl,oreb,dreb,rim_freq,rim_sq,three_freq,three_sq,tov_freq,spacing,passing,Win Shares,NBA Minutes
50071,Jack Salt,UV,2019,82,23.4,356.0,143,71,69,27,86,66,99,88,3,3,38,1,16,2.47,0.0
106472,KZ Okpala,STA,2019,80,20.2,42.0,406,38,61,55,62,72,42,56,28,57,47,47,67,3.08,239.0
81688,Jaylen Hands,UCL,2019,75,20.4,22.0,462,32,33,89,36,75,17,30,61,78,26,94,100,3.13,0.0
76743,Justin Robinson,VT,2019,73,21.7,375.0,319,71,26,93,32,40,39,43,54,89,22,74,99,4.09,146.7
59502,Amir Coffey,MIN,2019,79,22.0,49.0,624,61,59,82,57,77,21,45,38,15,75,60,87,3.98,706.9
89155,DaQuan Jeffries,TU,2019,77,22.2,400.0,379,88,3,1,66,1,63,82,57,73,73,89,1,4.0,214.2
83960,Christ Koumadje,FSU,2019,88,23.0,322.0,230,67,98,16,96,91,94,96,1,1,33,3,6,2.76,0.0
81692,Josh LeBlanc,GT,2019,79,19.6,122.0,253,99,7,3,91,3,97,99,13,98,71,19,3,3.63,0.0
89197,Jaylen Hoard,WF,2019,80,20.3,24.0,422,29,82,51,97,92,73,91,23,10,35,25,59,2.05,220.7
89958,Bol Bol,ORE,2019,86,19.6,4.0,122,88,89,10,46,29,77,56,24,80,86,23,41,1.89,109.1
86028,Isaiah Roby,NEB,2019,80,21.4,133.0,136,71,88,27,60,30,73,55,31,68,79,27,50,3.82,795.0
83973,Tookie Brown,GS,2019,71,23.6,212.0,411,80,29,81,43,68,25,39,38,73,77,58,96,5.37,0.0
84242,Barry Brown,KSU,2019,75,22.5,250.0,544,51,44,100,40,89,24,46,42,32,80,72,85,4.69,0.0
42370,Tyus Battle,SYR,2019,78,21.8,34.0,572,68,62,91,53,66,18,40,41,26,89,68,83,4.23,0.0
84040,Matisse Thybulle,WAS,2019,77,22.3,104.0,306,29,99,100,58,53,39,46,73,23,33,70,75,4.43,1423.5
83961,Tacko Fall,UCF,2019,90,23.6,142.0,322,79,100,18,98,95,90,99,7,7,38,6,15,3.96,75.6
76757,Jimmy Whitt,SMU,2019,75,22.5,68.0,363,35,69,90,91,81,55,68,17,24,87,21,95,3.66,0.0
76739,Kerwin Roach Jr.,TXA,2019,76,22.7,45.0,483,54,61,90,46,84,22,39,57,46,59,82,89,3.69,0.0
86000,De'Andre Hunter,UV,2019,79,21.6,91.0,532,92,3,1,78,1,64,92,33,98,92,92,1,7.46,1424.3
85940,Tyler Cook,IOW,2019,80,21.8,72.0,518,54,85,65,93,97,71,96,10,30,33,12,79,3.25,230.3
95703,Luguentz Dort,ASU,2019,76,20.2,30.0,430,48,57,89,67,57,60,77,51,28,50,64,75,3.22,1343.0
84828,Fletcher Magee,WC,2019,76,22.6,343.0,447,99,24,50,27,26,13,22,97,94,98,100,59,6.74,0.0
52056,Zylan Cheatham,ASU,2019,80,23.6,72.0,336,46,85,62,89,100,74,87,14,72,9,19,83,4.02,28.1
107976,Coby White,UNC,2019,77,19.4,25.0,593,62,68,92,34,85,13,30,71,66,42,97,95,4.25,1834.9
72686,Justin Simon,STJ,2019,77,23.2,33.0,424,29,89,98,78,91,62,78,20,47,34,34,89,2.44,0.0
121815,Ja Morant,MSt,2019,75,19.9,328.0,542,74,86,88,57,66,37,61,33,71,18,71,100,8.45,2005.3
107462,Kenny Wooten,ORE,2019,80,21.2,129.0,201,68,100,36,75,81,96,93,8,78,18,9,22,2.86,0.0
81641,Jon Elmore,Mar,2019,75,23.5,400.0,619,64,77,98,20,95,5,17,76,52,61,99,98,4.38,0.0
80112,Cody Martin,NEV,2019,78,23.8,73.0,265,69,78,86,48,66,34,35,43,93,53,59,97,5.53,1205.8
107968,Moses Brown,UCL,2019,85,19.7,27.0,267,47,98,52,98,91,98,99,6,6,68,6,6,2.56,432.5
92824,Lagerald Vick,KU,2019,77,22.5,81.0,313,68,48,76,35,60,36,42,83,98,31,93,64,2.45,0.0
81698,Naz Reid,LSU,2019,81,19.8,18.0,371,45,70,59,97,86,83,97,28,25,42,39,23,3.14,1019.1
81076,Marques Townes,LIL,2019,76,23.8,400.0,453,60,53,82,39,90,54,77,36,56,62,65,91,4.64,0.0
81697,Cam Reddish,DUK,2019,80,19.8,2.0,560,32,86,98,42,83,27,45,81,43,43,98,67,3.3,1104.4
93803,Carsen Edwards,PUB,2019,71,21.3,118.0,866,68,63,96,31,83,12,36,76,41,74,100,86,5.87,235.1
52566,Reid Travis,Ken,2019,80,23.6,36.0,273,93,88,29,95,86,83,90,18,32,45,21,32,4.37,0.0
52054,Vic Law,NWU,2019,79,23.5,89.0,480,38,91,82,68,96,32,50,59,24,65,76,85,3.53,61.9
76942,Lindell Wigginton,ISU,2019,73,21.3,35.0,347,84,64,59,51,66,46,54,65,59,56,79,72,2.51,199.1
84102,Bryce Brown,AU,2019,75,21.9,369.0,452,99,2,92,43,30,17,27,95,97,82,100,68,5.39,0.0
72038,Ethan Happ,WIS,2019,82,23.1,152.0,617,41,97,88,95,100,55,89,9,50,52,11,97,5.69,0.0
52543,Phil Booth,VIL,2019,74,23.5,75.0,658,79,58,82,35,89,11,31,74,60,71,98,95,5.48,0.0
84328,Justin Wright-Foreman,HOF,2019,74,21.7,400.0,634,96,47,61,28,70,21,46,57,89,79,98,79,7.59,45.2
85677,Ty Jerome,UV,2019,77,22.0,44.0,517,72,21,99,43,93,9,21,70,93,77,96,99,7.31,638.8
95702,Nickeil Alexander-Walker,VT,2019,77,20.8,40.0,553,58,83,99,35,87,33,57,48,75,34,91,94,5.58,1021.1
52341,Charles Matthews,UM,2019,78,22.6,60.0,433,38,80,88,88,85,57,77,34,31,71,51,58,3.88,0.0
88853,Jordan Poole,UM,2019,76,20.0,93.0,464,78,57,93,20,78,23,42,79,66,74,91,72,5.03,1515.1
107965,Jarrett Culver,TTU,2019,78,20.4,312.0,698,49,81,98,87,98,44,74,37,11,61,63,93,7.11,780.9
107258,Ky Bowman,BC,2019,73,22.0,324.0,644,42,84,95,61,100,23,45,59,44,58,92,94,4.04,1015.2
97090,Daniel Gafford,Ark,2019,83,20.7,39.0,405,98,99,71,98,93,91,100,2,2,46,4,24,4.71,948.2
104404,Nassir Little,UNC,2019,77,19.4,3.0,365,78,86,59,90,83,78,93,26,13,70,31,24,2.75,767.1
104388,Tyler Herro,Ken,2019,78,19.4,37.0,419,79,71,87,31,92,25,36,59,66,81,83,80,5.62,1764.7
91004,Bruno Fernando,UMD,2019,81,20.9,87.0,408,53,99,65,97,100,76,95,12,82,16,19,72,5.59,363.7
121522,Talen Horton-Tucker,ISU,2019,76,18.6,57.0,451,47,88,96,60,93,36,54,60,37,72,73,73,2.87,965.5
83908,Josh Reaves,PSU,2019,77,22.1,106.0,387,26,93,100,83,78,57,71,58,53,20,78,84,3.17,28.3
87282,Oshae Brissett,SYR,2019,79,21.0,137.0,519,28,93,84,97,98,65,87,37,11,64,55,67,3.2,739.4
104403,Romeo Langford,IND,2019,76,19.7,7.0,542,64,90,64,84,87,51,82,39,21,80,62,78,4.21,474.5
93804,Miye Oni,YAL,2019,77,22.1,400.0,505,69,95,69,41,96,40,56,53,71,56,83,91,3.81,224.2
80111,Caleb Martin,NEV,2019,79,23.8,61.0,440,81,80,86,53,78,26,41,86,30,91,79,79,6.03,835.8
104401,Louis King,ORE,2019,79,20.2,20.0,401,53,48,71,75,87,47,67,63,79,50,91,55,3.56,83.7
74080,Marques Bolden,DUK,2019,82,21.2,14.0,180,98,99,56,92,70,98,91,14,41,61,13,12,3.06,15.8
85130,Devontae Cacok,NCW,2019,79,22.7,400.0,355,61,77,71,99,98,87,97,7,86,45,9,27,3.58,75.8
84796,Matt Morgan,COR,2019,74,21.6,400.0,531,96,58,89,15,86,49,75,72,87,26,97,87,5.25,0.0
81496,John Konchar,PFW,2019,77,23.3,400.0,380,69,90,99,74,91,72,91,41,33,47,48,100,6.9,682.5
108483,Nicolas Claxton,UGA,2019,83,20.2,231.0,357,69,99,69,88,95,77,93,24,46,62,37,63,3.58,585.1
104395,Keldon Johnson,Ken,2019,78,19.7,13.0,422,76,47,69,76,92,53,69,42,73,83,81,61,5.02,1553.4
84439,Robert Franks,WSU,2019,79,22.5,371.0,448,89,81,40,58,85,50,64,66,88,52,90,83,3.71,100.7
83967,Quinndary Weatherspoon,MIS,2019,75,22.8,102.0,498,87,65,94,73,74,50,76,41,93,32,80,82,5.5,90.8
84884,Dean Wade,KSU,2019,81,22.6,172.0,319,72,72,63,86,79,61,69,30,96,82,64,83,4.22,754.5
80338,Eric Paschall,VIL,2019,78,22.7,210.0,589,69,80,68,74,97,46,79,60,47,66,93,77,4.89,1028.4
88764,Shamorie Ponds,STJ,2019,73,21.0,45.0,622,90,65,100,67,80,36,65,51,60,87,79,98,6.15,10.6
73160,Donta Hall,ALA,2019,81,21.9,151.0,234,97,97,27,94,95,96,96,8,83,80,9,17,4.53,156.2
73135,Terance Mann,FSU,2019,77,22.7,100.0,403,78,71,75,99,94,73,92,32,75,48,56,81,5.24,1314.0
83928,Luke Maye,UNC,2019,80,22.3,155.0,585,63,87,69,99,100,68,96,37,23,80,72,76,4.74,0.0
89395,Grant Williams,UT,2019,78,20.6,191.0,497,96,97,85,95,95,64,92,18,55,62,36,89,8.03,1352.0
89301,Jarrell Brantley,CCH,2019,79,23.1,400.0,585,78,90,93,90,99,58,90,32,43,64,61,75,5.98,117.2
26697,Marial Shayok,ISU,2019,77,23.9,166.0,580,85,61,78,84,86,53,79,53,85,51,91,71,4.91,27.9
76387,Kyle Guy,UV,2019,73,21.9,37.0,532,95,27,76,62,94,27,48,91,96,91,100,70,6.92,143.5
103893,RJ Barrett,DUK,2019,79,19.0,1.0,887,67,77,85,94,100,49,91,43,35,72,95,94,6.7,2210.9
83911,Markis Mcduffie,WSU,2019,80,21.8,129.0,611,75,41,86,92,81,57,88,69,33,91,96,36,5.22,0.0
80660,Torin Dorn,NCS,2019,77,23.6,386.0,531,67,62,90,98,98,75,98,26,49,92,58,46,4.17,0.0
79866,Aubrey Dawkins,UCF,2019,78,24.1,396.0,438,77,59,88,66,86,45,65,68,87,77,96,49,4.9,0.0
83915,Chris Silva,SC,2019,80,22.8,141.0,377,93,96,60,96,87,70,86,22,95,61,50,17,4.51,176.6
85124,Chris Clemons,CFC,2019,69,21.9,400.0,762,97,63,89,54,85,41,78,78,46,92,99,84,7.75,290.5
83931,Kerry Blackshear Jr,VT,2019,82,22.4,121.0,513,81,93,67,100,95,77,95,24,68,76,50,81,6.41,0.0
80614,Lewis Sullivan,UAB,2019,79,24.1,271.0,329,85,73,69,92,90,77,92,29,79,95,47,24,4.74,0.0
84318,Admiral Schofield,UT,2019,77,22.3,251.0,486,67,76,62,82,94,54,78,55,82,87,94,59,4.75,418.6
82568,Max Strus,DEP,2019,77,23.3,400.0,649,86,81,86,74,96,34,61,84,47,87,99,70,5.01,699.9
89344,Charlie Brown Jr,SJH,2019,78,22.4,400.0,604,68,89,84,91,90,60,92,51,40,93,79,59,4.05,123.3
84325,Aric Holman,MIS,2019,81,22.0,105.0,255,66,96,72,90,73,84,88,54,89,55,73,44,3.48,0.0
85617,Zach Norvell,ZAG,2019,77,21.6,103.0,517,96,37,97,69,90,40,64,87,81,88,98,85,6.37,40.8
86747,Garrison Mathews,LU,2019,77,22.7,400.0,669,98,63,79,60,97,42,72,80,85,77,100,68,6.18,992.4
84518,Brandon Clarke,ZAG,2019,80,22.8,400.0,500,100,100,95,100,99,88,100,13,56,82,20,66,8.86,1320.3
83934,Juwan Morgan,IND,2019,79,22.2,117.0,496,95,98,93,99,99,80,100,30,36,66,57,67,5.75,104.2
72649,Rui Hachimura,ZAG,2019,80,21.4,148.0,644,98,92,88,87,99,68,98,16,84,89,39,59,7.57,1394.9
81703,PJ Washington,Ken,2019,79,20.9,15.0,447,82,96,67,96,96,69,93,27,96,72,73,68,5.77,1826.9
92196,Ignas Brazdeikis,UM,2019,78,20.5,40.0,509,95,84,73,79,95,56,81,49,75,95,89,30,5.65,279.2
76229,Bennie Boatwright,USC,2019,82,23.0,63.0,411,92,74,49,73,90,55,75,74,98,94,98,77,4.9,0.0
81518,Mike Daum,SDS,2019,81,23.7,400.0,498,97,90,48,92,99,64,91,44,76,93,88,65,7.8,0.0
107079,Mfiondu Kabengele,FSU,2019,81,21.9,270.0,449,96,99,61,99,93,86,99,26,84,87,59,9,4.95,172.2
104845,Zion Williamson,DUK,2019,78,19.0,5.0,577,100,99,100,100,97,85,100,23,58,78,50,70,8.52,1347.0
73141,Dedric Lawson,KU,2019,79,21.7,36.0,678,91,96,95,100,100,70,100,25,75,78,73,64,6.86,0.0
90409,CJ Massinburg,BUF,2019,77,22.2,400.0,478,99,59,89,92,91,47,71,73,94,95,98,86,7.23,0.0
88842,Chuma Okeke,AU,2019,80,20.9,47.0,346,89,94,99,95,89,69,84,58,83,75,84,65,5.66,1440.7
80114,Cameron Johnson,UNC,2019,81,23.3,224.0,516,100,65,93,92,94,49,74,74,100,87,100,74,6.29,1474.2
59513,Jessie Govan,GT,2019,82,21.9,46.0,515,97,96,78,94,98,68,95,37,88,96,89,48,4.5,0.0
87241,Dylan Windler,BEL,2019,78,22.8,377.0,425,100,66,85,83,100,75,95,79,97,85,99,86,7.32,486.0
108176,Ashton Hagans,Ken,2020,75,21.0,12.0,431,21,48,99,13,78,11,19,27,17,7,34,100,3.46,4.1
132425,Jaden McDaniels,WAS,2020,81,19.8,8.0,481,22,5,2,59,2,45,59,47,47,19,72,2,2.48,1656.7
54837,Derryck Thornton,BC,2020,75,23.1,14.0,454,12,29,74,14,39,12,23,43,47,21,67,92,0.96,0.0
89383,Javin DeLaurier,DUK,2020,82,22.2,39.0,104,85,6,3,59,3,95,68,17,42,14,13,3,1.76,2.8
76742,De'Riante Jenkins,VCU,2020,77,23.6,43.0,320,70,3,1,38,1,18,21,69,45,83,67,1,3.27,0.0
85923,Brandon Childress,WF,2020,72,22.8,192.0,531,42,1,86,22,52,3,8,54,37,42,78,98,2.94,0.0
76941,Elijah Mitrou-Long,UNL,2020,73,23.5,400.0,251,55,37,79,7,31,11,8,62,57,49,55,91,2.27,0.0
117373,Nico Mannion,UA,2020,75,19.3,9.0,485,42,9,89,15,47,7,16,61,42,44,82,98,4.07,363.9
76938,Chris Clarke,TTU,2020,78,24.5,62.0,229,6,20,63,77,92,82,80,16,15,3,15,96,2.8,0.0
74067,Zavier Simpson,UM,2020,72,23.4,67.0,466,20,42,79,44,81,10,18,34,73,16,63,100,3.91,174.1
85927,Jarron Cumberland,CIN,2020,77,22.8,56.0,502,27,84,72,34,61,13,26,53,30,20,65,97,3.17,12.3
54844,Chase Jeter,UA,2020,82,22.8,15.0,141,95,62,9,52,42,92,68,2,2,80,5,22,1.71,0.0
105342,Cole Anthony,UNC,2020,75,20.1,4.0,483,32,49,76,16,81,9,18,54,54,53,72,94,2.35,1666.2
120272,Jahmi'Us Ramsey,TTU,2020,75,19.1,32.0,418,69,5,2,32,2,39,50,61,96,74,88,2,3.45,114.2
74073,Cassius Winston,MSU,2020,73,22.3,31.0,578,76,12,85,12,45,4,10,56,95,43,97,99,5.15,68.6
85602,Trent Forrest,FSU,2020,76,22.1,70.0,398,22,83,99,63,72,33,45,26,42,13,38,96,3.72,533.8
84044,Isaiah Moss,KU,2020,77,23.7,248.0,232,72,14,26,14,29,12,14,93,81,92,90,14,2.44,0.0
59505,Mustapha Heron,STJ,2020,77,22.6,22.0,282,76,51,21,17,14,31,30,71,71,88,73,61,1.76,0.0
54312,Davide Moretti,TTU,2020,74,22.3,98.0,407,76,3,85,1,25,19,27,79,91,49,96,76,3.8,0.0
117415,Cam Mack,NEB,2020,74,22.1,315.0,430,19,68,86,52,74,20,30,57,44,35,67,100,1.98,0.0
108178,Tyrese Maxey,Ken,2020,74,19.7,10.0,474,50,73,75,29,85,12,23,43,36,66,62,88,3.75,1792.8
89389,Lindy Waters III,OSC,2020,78,22.9,162.0,384,37,24,87,39,80,35,48,61,22,71,60,80,2.73,465.2
76238,EJ Montgomery,Ken,2020,82,20.8,9.0,180,65,93,26,74,73,75,68,14,33,49,13,19,2.09,0.0
71537,TJ Haws,BYU,2020,76,24.9,54.0,474,55,57,94,11,42,26,44,64,74,40,89,99,4.5,0.0
85658,Anthony Cowan,UMD,2020,72,22.7,62.0,529,75,42,75,33,69,27,46,63,23,73,74,98,5.31,0.0
104371,Devon Dotson,KU,2020,73,20.9,21.0,515,86,29,99,39,71,26,43,40,35,75,62,96,6.34,67.7
88725,Breein Tyree,UM,2020,74,22.5,179.0,630,71,28,91,20,71,15,31,52,64,80,84,82,4.16,0.0
92235,Tre Jones,DUK,2020,75,20.5,15.0,504,45,68,97,44,71,19,31,36,81,55,70,100,4.99,708.4
117420,Isaac Okoro,AU,2020,77,19.4,36.0,363,82,86,69,83,46,52,64,32,28,52,39,76,3.6,2076.9
90011,Isaiah White,POP,2020,77,22.6,400.0,361,51,87,76,25,34,38,45,57,76,69,75,68,1.73,0.0
108020,Romaro Gill,SHU,2020,86,25.7,400.0,210,99,100,15,84,81,97,92,6,6,52,1,5,3.06,0.0
81690,Markus Howard,Mar,2020,71,21.3,68.0,767,95,17,72,39,61,3,6,74,91,76,100,92,5.96,190.7
103651,Braxton Key,UV,2020,80,23.4,59.0,316,34,80,75,69,93,69,84,35,10,52,33,69,3.43,197.2
95908,Saben Lee,VAN,2020,74,21.0,105.0,617,80,64,97,34,70,37,65,35,42,49,64,98,4.17,692.1
118831,Naji Marshall,XU,2020,79,22.4,58.0,601,28,75,89,72,95,38,67,46,22,35,73,94,3.99,717.5
71574,Udoka Azubuike,KU,2020,84,20.8,33.0,365,92,100,38,97,99,81,96,7,7,29,4,31,5.56,126.0
117533,Tyrell Terry,STA,2020,74,19.8,109.0,464,75,27,93,20,84,26,41,61,92,40,94,89,4.59,29.7
87939,Matt Haarms,PUB,2020,87,23.2,352.0,257,76,99,10,85,55,79,82,25,52,69,30,34,2.81,0.0
91704,Myles Powell,SHU,2020,74,23.0,81.0,638,63,46,84,60,68,24,46,78,22,80,93,87,3.71,52.1
88857,Nick Richards,Ken,2020,84,22.6,18.0,371,99,100,6,94,95,88,99,6,6,72,5,6,5.23,214.9
132443,Patrick Williams,FSU,2020,79,18.8,26.0,294,46,93,75,74,52,81,89,30,56,39,40,43,2.65,1202.8
85385,Grant Riller,CCH,2020,73,23.4,400.0,654,89,66,96,45,91,22,41,36,56,57,77,96,6.02,27.2
76757,Jimmy Whitt,Ark,2020,75,23.5,68.0,471,57,76,94,78,84,67,90,7,20,95,8,80,4.07,0.0
59506,Payton Pritchard,ORE,2020,74,22.4,54.0,615,88,18,95,42,81,9,23,65,94,66,97,99,6.86,1134.3
53794,Omer Yurtseven,GT,2020,84,22.0,55.0,412,60,96,28,99,94,71,90,14,42,65,19,48,3.34,706.2
85596,Lamar Stevens,PSU,2020,80,23.0,98.0,621,51,96,83,70,97,38,65,29,23,78,51,79,3.76,756.8
132149,Aaron Nesmith,VAN,2020,78,20.7,64.0,260,100,70,44,20,32,22,21,82,100,96,95,37,2.97,621.3
107463,Andre Wesson,OSU,2020,78,22.8,274.0,269,73,70,16,66,52,63,65,72,91,42,78,69,3.14,0.0
131612,Mason Jones,Ark,2020,76,21.9,343.0,656,91,46,97,49,91,27,44,55,48,53,90,91,6.27,192.6
117441,Kira Lewis Jr.,ALA,2020,73,19.2,39.0,616,49,84,99,56,84,30,57,46,70,35,86,99,4.33,622.8
132164,Isaiah Joe,Ark,2020,75,21.0,170.0,446,74,54,84,35,65,17,28,97,51,94,98,63,3.5,496.1
89432,Malachi Flynn,SDS,2020,73,22.1,293.0,543,92,32,99,38,85,12,22,71,77,91,93,99,7.58,732.3
85943,Skylar Mays,LSU,2020,76,22.8,135.0,489,88,52,99,38,90,25,41,47,90,62,80,91,5.2,244.6
104825,Immanuel Quickley,Ken,2020,75,21.0,22.0,443,98,38,67,42,77,21,30,63,95,89,94,67,4.93,1522.8
109478,Sam Merrill,USU,2020,76,24.1,400.0,556,98,41,68,5,86,22,42,72,92,94,100,94,7.15,145.2
117418,Isaiah Stewart,WAS,2020,81,19.1,3.0,494,99,100,37,97,98,77,95,15,31,61,21,36,5.88,1635.2
87247,Anthony Lamb,VER,2020,78,22.4,400.0,544,52,96,82,76,96,48,69,53,19,69,74,84,5.41,211.4
87246,Kristian Doolittle,UOK,2020,79,22.7,121.0,489,46,74,87,84,99,46,68,30,59,73,76,73,3.88,0.0
75786,Filip Petrusev,ZAG,2020,83,20.2,76.0,558,96,91,49,97,98,77,97,12,29,85,15,57,5.63,0.0
95920,Lamine Diane,CSU,2020,79,22.6,166.0,533,86,97,86,74,95,62,90,24,13,87,35,87,3.38,0.0
132168,Tyrese Haliburton,ISU,2020,77,20.3,172.0,326,76,77,99,63,71,41,46,72,97,27,87,99,4.01,2219.9
117444,Anthony Edwards,UGA,2020,77,18.9,2.0,647,64,83,93,52,91,46,73,69,17,76,94,85,3.73,2390.1
85675,Jordan Ford,SMG,2020,73,22.1,154.0,669,98,15,95,42,60,34,66,59,93,98,100,81,7.16,0.0
76392,Mamadi Diakite,UV,2020,81,23.4,32.0,422,61,95,60,78,93,71,92,25,77,57,51,23,4.53,164.4
105068,Freddie Gillespie,BAY,2020,81,23.0,400.0,270,97,99,81,100,92,97,98,3,3,90,1,17,5.11,255.3
81704,Austin Wiley,AU,2020,83,21.5,35.0,325,94,98,36,99,97,97,98,8,77,50,9,20,4.1,0.0
103946,Onyeka Okongwu,USC,2020,81,19.6,25.0,371,99,100,80,96,92,86,98,11,37,55,11,43,5.43,796.6
81701,Cassius Stanley,DUK,2020,78,20.9,37.0,357,86,84,45,84,59,65,79,43,84,70,71,37,3.4,124.2
107983,Vernon Carey Jr.,DUK,2020,81,19.3,6.0,495,100,98,55,97,97,77,97,15,42,77,21,36,5.67,79.4
132518,Zeke Nnaji,UA,2020,83,19.5,40.0,482,91,92,63,99,96,87,100,14,58,58,22,33,5.75,547.4
81695,Reggie Perry,MIS,2020,80,20.3,31.0,554,79,96,68,98,99,78,99,26,49,42,49,76,5.39,199.0
107977,Precious Achiuwa,MEM,2020,80,20.8,15.0,548,68,99,81,99,100,88,100,19,49,47,33,39,4.55,1230.9
95914,Elijah Hughes,SYR,2020,78,22.3,200.0,594,84,90,87,25,90,44,64,71,60,79,90,92,4.95,249.1
85755,Yoeli Childs,BYU,2020,80,22.5,115.0,393,93,83,32,74,88,67,88,23,98,85,53,80,3.62,0.0
121152,Daniel Oturu,MIN,2020,82,20.8,50.0,600,83,100,42,99,100,77,100,20,71,55,46,42,6.06,94.1
77639,Killian Tillie,ZAG,2020,82,22.3,123.0,278,99,86,62,56,66,57,61,61,83,98,72,67,3.91,321.1
121485,Paul Reed,DEP,2020,81,21.0,271.0,441,73,100,98,98,99,76,96,23,48,60,40,62,4.63,239.8
107310,Nathan Knight,W&M,2020,80,22.8,400.0,645,94,98,65,99,100,67,97,28,36,74,54,65,6.47,273.1
85695,Tyler Bey,CU,2020,79,22.4,130.0,441,81,96,96,88,99,75,93,18,89,42,38,58,5.22,71.0
88782,Ty-Shon Alexander,CrU,2020,76,22.0,113.0,487,97,61,92,16,93,39,57,78,90,96,97,79,4.95,47.5
132313,CJ Elleby,WSU,2020,78,20.0,385.0,639,56,90,98,71,99,41,69,64,52,86,92,67,4.67,683.4
88905,Xavier Tillman,MSU,2020,80,21.5,112.0,430,90,99,89,96,100,88,99,23,40,61,35,89,5.95,892.6
81706,Robert Woodard,MIS,2020,79,20.8,63.0,369,58,94,84,96,89,82,95,33,90,47,65,46,3.38,43.8
88920,Kaleb Wesson,OSU,2020,81,20.9,75.0,462,79,94,62,94,99,62,80,41,99,39,91,73,4.86,0.0
128708,Trevelin Queen,NMS,2020,78,23.3,400.0,334,81,57,94,86,60,68,82,77,88,62,87,82,4.38,74.4
73144,Tres Tinkle,OSU,2020,79,24.1,78.0,587,81,81,98,76,97,60,92,47,48,83,82,89,5.11,0.0
107663,Desmond Bane,TCU,2020,78,22.0,343.0,511,71,80,96,79,91,46,68,71,95,67,97,95,5.4,1892.5
76982,Jordan Nwora,UL,2020,80,21.8,88.0,554,88,59,65,87,98,52,77,64,94,83,96,51,5.31,729.4
120280,Saddiq Bey,VIL,2020,80,21.2,137.0,448,97,72,65,75,77,48,70,73,100,90,99,84,5.06,2306.7
132173,Devin Vassell,FSU,2020,79,19.9,200.0,339,94,92,89,64,80,51,60,55,98,100,85,65,4.86,1496.4
107301,Isiaha Mike,SMU,2020,80,22.9,400.0,412,78,84,91,87,88,59,77,77,82,53,96,68,4.21,0.0
121580,Obi Toppin,Day,2020,81,22.3,343.0,520,100,96,79,77,99,71,99,30,90,72,72,74,6.94,956.3
92804,Jalen Smith,UMD,2020,82,20.3,263.0,441,95,100,56,97,100,84,99,36,70,82,72,32,6.17,540.0
86984,Justinian Jessup,BSU,2020,78,22.1,343.0,465,92,78,94,66,78,44,65,89,93,95,99,72,5.33,0.0
117356,Sharife Cooper,AU,2021,73,20.1,24.0,278,28,41,33,22,27,17,24,32,11,32,34,100,1.59,38.6
85930,CJ Walker,OSU,2021,73,24.3,28.0,301,28,27,75,26,70,4,7,28,15,24,31,97,2.32,0.0
128406,Devin Askew,Ken,2021,75,18.9,32.0,227,5,62,77,23,46,12,11,42,33,7,42,84,1.04,0.0
118870,McKinley Wright,CU,2021,72,22.7,229.0,488,70,10,4,60,3,12,26,33,20,63,73,4,5.96,18.9
135668,Day'Ron Sharpe,UNC,2021,81,19.6,15.0,325,54,4,1,100,1,96,99,8,26,35,9,1,2.37,390.7
132187,Mac McClung,TTU,2021,74,22.5,245.0,473,70,9,3,30,3,20,34,57,48,81,88,3,3.77,24.4
137400,Ziaire Williams,STA,2021,81,19.8,6.0,286,9,75,55,22,67,40,46,51,16,16,57,65,0.78,1346.4
120125,Nah'Shon Hyland,VCU,2021,75,20.8,81.0,464,77,11,4,4,4,22,42,77,66,54,97,4,3.83,1309.9
85624,JaQuori McLaughlin,CSB,2021,76,23.4,95.0,389,78,7,3,43,2,35,52,46,80,74,83,3,5.32,10.9
107989,Romeo Weems,DEP,2021,79,20.1,62.0,179,4,77,72,62,54,59,52,39,53,7,39,25,0.47,0.0
132462,Miles McBride,UWV,2021,74,20.8,301.0,458,65,10,4,67,4,34,55,41,82,88,83,4,4.72,372.2
132418,D.J. Carton,Mar,2021,74,20.9,34.0,408,33,78,91,47,85,16,26,54,13,15,76,91,2.18,0.0
120138,Josh Christopher,ASU,2021,77,19.6,12.0,213,62,67,71,27,51,26,27,44,40,78,42,58,1.21,1333.7
117372,Keon Johnson,UT,2021,76,19.3,19.0,364,22,68,80,65,45,60,78,23,37,23,39,69,2.18,696.2
128317,James Bouknight,CON,2021,76,20.8,66.0,308,48,45,60,68,58,58,73,42,11,60,48,64,2.4,304.5
117325,Jaden Springer,UT,2021,76,18.8,16.0,322,51,78,84,65,39,28,41,25,87,29,48,80,3.03,5.6
119506,Scottie Barnes,FSU,2021,81,19.9,7.0,274,37,72,93,84,54,59,70,24,42,12,34,96,2.5,2617.3
117333,Jalen Johnson,DUK,2021,81,19.5,13.0,157,53,82,53,55,53,75,71,21,86,19,25,75,1.11,120.4
132170,Dalano Banton,NEB,2021,81,21.6,92.0,325,16,94,80,69,95,60,76,43,11,15,46,95,1.74,695.7
107987,Scottie Lewis,UF,2021,76,21.3,7.0,189,43,92,91,49,38,63,58,40,64,23,44,57,1.4,6.6
106995,Austin Reaves,UOK,2021,77,23.1,400.0,463,74,61,73,50,91,22,43,38,25,46,88,97,3.94,1417.5
