RealGM ID,Name,School,Season,Height,Age,RSCI,n_opp,sq_ppp,blk,stl,oreb,dreb,rim_freq,rim_sq,three_freq,three_sq,tov_freq,spacing,passing,Win Shares,NBA Minutes
54884,Chance Comanche,UA,2017,82,21.2,50.0,224,59,76,8,80,75,80,84,2,2,37,2,11,2.33,0.0
71571,L.J. Peak,GT,2017,77,21.4,65.0,481,67,29,39,64,14,46,67,38,46,39,64,62,4.08,0.0
52565,Edmond Sumner,XU,2017,78,21.5,106.0,310,58,83,81,26,62,37,43,29,28,35,34,99,3.04,380.0
24688,Tyler Roberson,SYR,2017,81,22.6,41.0,145,27,86,48,84,59,98,86,10,10,14,5,27,1.78,0.0
84066,Malik Ellison,STJ,2017,78,20.8,189.0,274,11,64,83,48,69,39,36,56,49,16,57,80,1.29,0.0
44102,Mo Alie-Cox,VCU,2017,79,23.8,343.0,289,76,95,35,90,17,75,86,7,7,39,2,15,3.71,0.0
76235,Kobi Simmons,UA,2017,77,20.0,26.0,361,36,29,77,35,33,45,55,51,39,81,55,69,2.5,322.4
50939,Harry Giles,DUK,2017,83,19.2,2.0,106,46,84,25,83,48,99,81,14,17,33,11,11,1.11,611.7
41329,London Perrantes,UV,2017,73,22.7,147.0,342,73,21,59,14,57,9,7,71,83,73,87,92,4.68,65.5
37900,Derrick Walton Jr.,UM,2017,72,22.2,45.0,242,96,17,46,15,46,13,13,78,75,91,72,97,7.32,167.9
56938,Amida Brimah,CON,2017,83,23.4,241.0,229,55,100,15,87,87,95,95,1,1,23,6,7,2.71,29.3
42075,Melo Trimble,UMD,2017,75,22.4,32.0,538,55,50,89,19,80,22,45,60,34,32,84,95,3.96,0.0
24648,Jamel Artis,PIT,2017,79,24.5,209.0,326,60,36,21,60,57,42,52,65,49,59,70,88,3.72,279.0
85735,Ike Anigbogu,UCL,2017,81,18.7,46.0,138,71,96,11,81,63,97,86,4,4,55,5,8,1.27,17.9
79864,D.J. Wilson,UM,2017,82,21.4,123.0,170,54,90,28,49,29,65,53,62,39,79,45,41,4.88,360.5
54841,PJ Dozier,SC,2017,78,20.7,25.0,614,13,60,87,70,69,40,66,44,14,70,69,62,3.89,378.9
41489,Isaiah Briscoe,Ken,2017,75,21.2,12.0,503,36,54,86,86,94,53,79,26,33,31,46,97,3.86,559.2
28808,Phil Forte,OSC,2017,71,24.2,252.0,239,99,11,59,35,21,13,14,91,97,93,91,38,3.75,0.0
24321,Marc Loving,OSU,2017,80,22.8,61.0,376,42,81,39,63,82,40,50,64,69,17,82,64,2.33,0.0
44091,Dusty Hannahs,Ark,2017,75,23.8,326.0,433,93,35,53,44,14,29,42,73,80,76,94,40,3.08,19.7
32975,Kadeem Allen,UA,2017,75,24.5,83.0,349,49,87,99,27,92,23,33,41,85,32,68,83,3.86,213.2
41959,Mangok Mathiang,UL,2017,82,24.7,300.0,221,68,95,43,95,79,96,94,7,7,50,6,26,3.19,19.8
85599,Jarrett Allen,TXA,2017,83,19.2,17.0,345,33,97,34,98,95,83,96,15,39,35,17,25,3.39,1812.5
57472,Antonius Cleveland,SEM,2017,78,23.4,400.0,318,71,85,84,39,76,43,52,28,65,58,43,77,4.17,84.1
76759,Frank Jackson,DUK,2017,75,19.2,13.0,365,89,27,66,47,54,29,37,66,83,70,88,63,3.36,967.0
24347,Przemek Karnowski,ZAG,2017,85,23.6,100.0,428,83,97,55,87,97,67,90,10,18,50,11,67,5.19,0.0
24703,Bronson Koenig,WIS,2017,75,22.6,110.0,484,80,69,74,13,59,1,1,89,90,92,99,73,4.79,0.0
24324,Isaiah Hicks,UNC,2017,80,22.9,16.0,380,92,90,46,96,92,83,98,5,5,52,9,52,4.57,135.9
42341,Jacorey Williams,MTS,2017,80,23.1,177.0,435,71,72,72,83,96,56,81,14,22,87,16,58,5.61,0.0
56870,Frank Mason,KU,2017,71,23.2,118.0,669,96,18,81,52,60,14,35,48,99,70,99,84,7.65,404.1
72599,Antonio Blakeney,LSU,2017,76,20.7,16.0,480,84,33,66,60,80,23,40,54,57,87,90,64,2.23,571.5
58524,Troy Caupain,CIN,2017,76,21.6,212.0,372,41,71,95,50,91,28,40,72,30,86,73,96,4.93,15.6
41441,Jajuan Johnson,Mar,2017,77,23.3,32.0,348,52,75,99,57,81,43,53,39,84,30,65,84,2.65,0.0
30752,Dylan Ennis,ORE,2017,74,25.5,400.0,411,48,83,96,50,87,28,41,60,70,37,81,86,4.55,0.0
24633,Nigel Williams-Goss,ZAG,2017,75,22.8,33.0,542,90,38,90,48,86,27,47,35,72,75,75,82,8.23,49.8
76384,Tony Bradley,UNC,2017,83,19.5,25.0,222,98,87,23,98,70,98,96,9,9,89,8,22,3.18,392.3
57582,Eric Mika,BYU,2017,82,22.5,39.0,571,81,99,53,99,99,76,99,4,4,72,8,62,5.88,19.1
85903,Markelle Fultz,WAS,2017,76,19.1,5.0,399,67,83,73,60,57,36,46,43,67,86,76,100,4.17,650.2
56877,Johnathan Motley,BAY,2017,82,22.2,127.0,567,67,96,34,100,99,74,99,19,48,45,31,76,5.58,124.3
57000,Kris Jenkins,VIL,2017,78,23.6,76.0,451,73,70,94,29,93,11,24,91,52,84,98,71,4.85,0.0
56839,Bryce Alford,UCL,2017,75,22.4,396.0,453,100,47,60,26,64,13,24,95,97,99,100,80,4.76,0.0
31746,Canyon Barry,UF,2017,78,23.5,400.0,344,94,74,53,65,51,47,60,62,48,99,73,23,3.76,0.0
24316,Isaac Hamilton,UCL,2017,76,23.1,19.0,500,77,54,69,60,79,24,40,75,81,69,99,84,3.18,0.0
24249,Amile Jefferson,DUK,2017,81,24.2,29.0,346,91,99,77,97,99,92,100,1,1,61,9,62,5.14,71.3
24318,Matt Jones,DUK,2017,77,22.6,38.0,273,38,55,100,74,55,51,56,91,51,71,85,73,3.01,0.0
76232,Dwayne Bacon,FSU,2017,78,21.8,17.0,594,67,42,89,78,87,39,65,53,44,85,83,61,3.95,1002.9
85104,Jalen Jones,TA,2017,74,21.9,293.0,250,91,49,69,82,34,58,58,73,50,96,72,43,3.75,0.0
53413,Dillon Brooks,ORE,2017,78,21.4,59.0,482,59,79,90,67,63,48,67,51,72,63,77,83,4.87,1534.7
76939,Bam Adebayo,Ken,2017,82,20.0,9.0,470,88,99,81,100,98,87,100,4,4,68,7,35,5.73,1933.1
27050,Naz Long,ISU,2017,76,23.9,319.0,439,96,22,85,46,62,26,44,90,85,81,99,58,4.77,43.8
42069,Jordan Bell,ORE,2017,80,22.5,100.0,338,83,100,97,99,99,85,98,16,22,20,17,67,6.37,387.5
52553,Jaylen Johnson,UL,2017,81,20.9,87.0,211,79,81,34,95,75,98,98,17,94,48,20,15,3.19,0.0
24678,Moses Kingsley,Ark,2017,82,22.6,49.0,415,54,100,70,93,97,68,85,17,76,55,25,49,3.74,0.0
56659,Malcolm Hill,ILL,2017,78,21.7,70.0,438,84,64,90,63,82,32,47,63,46,93,77,88,5.49,212.1
24696,Andrew White III,SYR,2017,79,24.0,54.0,433,90,41,78,44,42,44,59,84,79,87,97,10,4.98,209.1
57287,Alec Peters,VAL,2017,81,22.2,251.0,365,87,61,23,82,94,54,68,46,76,87,69,71,6.41,224.9
24673,Nigel Hayes,WIS,2017,80,22.5,137.0,545,45,80,83,98,97,62,91,25,35,83,49,83,5.32,122.2
59227,Wesley Iwundu,KSU,2017,79,22.5,195.0,439,70,76,85,83,98,58,79,34,66,42,58,91,4.51,765.5
57216,Jalen Moore,USU,2017,80,21.9,400.0,408,83,70,33,58,91,40,54,58,96,76,90,83,4.34,0.0
41495,Ivan Rabb,CAL,2017,82,20.4,7.0,470,49,94,64,100,100,83,100,18,59,62,26,58,4.7,618.2
52034,Jayson Tatum,DUK,2017,80,19.3,4.0,504,63,96,95,69,98,45,68,44,57,49,75,77,3.99,2435.6
85659,Zach Collins,ZAG,2017,83,19.6,30.0,310,95,100,52,89,95,79,91,20,94,21,33,13,5.09,798.3
29857,VJ Beachem,ND,2017,80,22.5,74.0,372,79,89,56,45,41,53,66,87,66,96,95,13,3.6,0.0
81004,Kyle Kuzma,UT,2017,82,21.9,187.0,437,68,77,47,99,97,79,98,33,53,65,59,80,4.67,2079.8
45001,Jacob Wiley,EWU,2017,80,22.8,400.0,584,91,100,72,99,99,70,98,14,96,17,21,77,6.43,33.3
52554,Malik Monk,Ken,2017,75,19.4,11.0,692,93,87,92,32,71,21,46,72,72,93,100,72,5.92,1259.5
41957,Tyler Dorsey,ORE,2017,75,21.4,28.0,443,90,46,84,58,70,42,56,75,86,77,95,66,5.37,836.0
73141,Dedric Lawson,MEM,2017,79,19.7,36.0,376,71,97,79,91,93,78,95,36,26,67,47,89,5.62,0.0
57047,Reggie Upshaw,MTS,2017,79,22.2,259.0,338,82,89,70,92,91,56,69,41,50,85,56,73,6.32,0.0
73167,Caleb Swanigan,PUB,2017,81,20.2,19.0,489,75,91,32,98,100,68,94,28,98,28,72,83,6.55,218.5
41446,Semi Ojeleye,SMU,2017,78,22.6,26.0,333,99,39,27,74,72,63,73,60,95,99,83,66,7.83,822.1
24679,Kennedy Meeks,UNC,2017,82,22.4,58.0,432,93,98,89,100,99,98,100,6,6,87,9,36,5.77,0.0
24320,Deonte Burton,ISU,2017,77,23.4,50.0,534,38,98,100,83,97,60,87,38,59,65,68,66,3.55,298.1
76937,Donovan Mitchell,UL,2017,75,20.8,269.0,426,64,81,100,65,87,39,51,79,57,84,92,85,5.56,2327.5
52030,Thomas Bryant,IND,2017,82,19.9,20.0,363,74,98,76,94,94,74,89,28,91,28,53,51,3.9,685.1
90843,Chris Boucher,ORE,2017,82,24.5,100.0,278,90,100,28,84,88,84,92,57,24,97,59,9,3.95,825.2
27074,Jabari Bird,CAL,2017,78,23.0,21.0,370,79,54,54,60,83,60,80,86,75,78,96,42,3.16,114.5
41448,Davon Reed,UM,2017,77,22.1,113.0,466,81,81,96,55,92,34,49,77,85,60,96,79,4.89,318.9
56883,Monte Morris,ISU,2017,74,22.0,83.0,518,86,71,98,76,91,38,58,50,59,99,88,100,6.65,1413.4
61344,Derrick White,CU,2017,76,23.0,400.0,505,93,98,92,73,76,45,67,48,72,61,90,96,6.04,1361.1
56884,Matt Thomas,ISU,2017,76,22.9,55.0,335,100,38,88,46,85,33,43,93,100,90,100,60,4.14,408.7
42292,Jaron Blossomgame,CLE,2017,80,23.8,117.0,554,86,93,81,95,95,72,99,33,18,95,56,61,4.46,439.2
83940,John Collins,WF,2017,81,19.8,185.0,483,98,98,54,100,97,84,100,10,81,89,13,18,5.72,1697.5
85618,Jonathan Isaac,FSU,2017,82,19.7,8.0,336,81,98,91,91,99,79,94,45,36,63,53,40,4.22,1170.5
52032,Josh Jackson,KU,2017,80,20.4,1.0,575,51,95,99,97,97,68,98,30,79,48,69,87,5.04,1343.7
83954,Justin Patton,CrU,2017,84,20.0,85.0,342,94,98,83,89,95,83,98,18,93,54,27,45,4.38,73.8
59509,T.J. Leaf,UCL,2017,82,20.2,18.0,458,98,85,18,93,80,81,99,26,99,85,72,39,5.88,309.1
56931,Sterling Brown,SMU,2017,77,22.4,109.0,267,96,76,91,59,83,50,54,67,100,81,82,87,6.17,886.9
42318,Zak Showalter,WIS,2017,74,23.5,292.0,271,93,72,99,68,65,62,65,81,95,56,92,63,4.57,0.0
42310,Tyler Cavanaugh,GWU,2017,81,23.4,242.0,621,80,71,65,98,99,63,93,51,90,50,95,74,5.2,279.0
80958,Gian Clavell,CSU,2017,76,23.6,400.0,491,74,86,99,70,90,46,70,72,63,92,93,66,4.39,63.6
97492,Cameron Oliver,NEV,2017,80,21.0,169.0,506,63,100,79,87,100,63,91,55,77,52,92,65,4.66,65.3
42084,Luke Kennard,DUK,2017,77,21.0,21.0,610,99,77,87,77,95,28,54,63,97,94,99,82,7.34,1394.5
59501,Lonzo Ball,UCL,2017,78,19.7,3.0,464,96,91,100,64,99,52,77,80,92,23,98,100,6.89,1637.5
56697,Luke Kornet,VAN,2017,85,22.0,364.0,473,84,100,65,90,97,64,86,66,39,92,92,50,4.42,424.0
41440,Josh Hart,VIL,2017,77,22.3,79.0,578,94,63,99,87,98,46,76,55,94,77,97,87,7.85,1614.2
72594,Tyler Lydon,SYR,2017,82,21.2,72.0,348,84,97,86,94,98,72,88,55,63,72,77,68,4.9,47.9
24674,Justin Jackson,UNC,2017,80,22.3,9.0,641,88,67,82,93,88,54,89,78,76,94,100,80,6.28,955.5
52053,Devin Robinson,UF,2017,79,22.3,18.0,349,89,94,85,90,95,67,83,59,80,89,86,25,4.58,53.9
28227,Derek Willis,Ken,2017,81,22.0,126.0,238,89,97,74,78,96,61,64,92,82,92,93,32,3.59,0.0
61162,Tyler Livingston,UML,2017,78,22.8,400.0,322,97,76,63,77,76,75,90,84,100,88,99,66,2.99,0.0
41449,Sindarius Thornwell,SC,2017,76,22.6,30.0,673,91,95,100,99,96,58,92,45,84,83,96,85,7.46,430.3
53967,Lauri Markkanen,UA,2017,84,20.1,36.0,481,100,87,43,99,98,69,94,63,96,97,98,35,6.84,1677.8
79892,Bryant McIntosh,NWU,2018,75,23.6,214.0,388,7,2,1,17,1,5,9,46,46,32,62,1,1.98,0.0
52558,Jordan McLaughlin,USC,2018,73,22.2,43.0,482,38,7,3,44,3,19,30,50,62,26,81,3,5.51,810.0
107638,Freddie McSwain,IND,2018,78,23.6,343.0,162,59,5,2,73,2,97,80,10,22,31,8,2,1.22,0.0
41335,Justin Jackson,UMD,2018,79,21.4,82.0,111,8,56,14,52,25,74,51,58,48,5,34,71,0.98,0.0
81683,Trevon Duval,DUK,2018,75,19.9,6.0,474,10,48,99,43,34,30,47,38,20,14,56,99,3.1,5.6
93018,Kostas Antetokounmpo,Day,2018,82,20.6,102.0,161,59,91,14,47,38,72,65,22,12,19,15,14,0.71,28.8
52353,Jae'Sean Tate,OSU,2018,76,22.7,58.0,372,68,6,2,61,2,72,92,19,88,35,33,2,4.08,2049.6
86013,Sacha Killeya-Jones,Ken,2018,83,19.9,23.0,106,62,80,6,70,32,92,67,11,20,33,8,7,1.29,0.0
88822,Brandon McCoy,UNL,2018,84,20.1,14.0,499,76,1,1,93,1,90,100,12,68,40,17,1,4.17,0.0
41310,Parker Jackson-Cartwright,UA,2018,71,23.0,50.0,289,31,34,98,17,50,4,5,76,93,8,85,95,3.25,0.0
73150,Corey Sanders,RU,2018,74,21.2,91.0,604,18,59,94,33,86,17,34,29,10,82,43,87,3.03,0.0
84043,Dikembe Dixson,UIC,2018,79,21.8,231.0,442,20,44,82,40,50,33,47,40,55,40,66,27,1.53,0.0
41311,Bryant Crawford,WF,2018,75,21.3,99.0,529,55,43,97,30,50,22,40,53,49,29,78,98,3.29,0.0
85612,Bruce Brown Jr.,UM,2018,76,21.9,28.0,216,30,75,61,52,72,54,52,41,37,46,35,94,2.28,1577.0
80552,Gabe Vincent,CSB,2018,75,22.0,343.0,322,82,45,81,7,25,10,14,73,66,90,72,90,3.79,775.5
52547,Chris Chiozza,UF,2018,71,22.6,44.0,391,40,38,99,41,86,23,31,48,44,58,60,100,4.64,259.5
26751,Conner Frankamp,WSU,2018,73,23.0,43.0,239,88,38,48,4,18,24,25,91,60,100,76,72,3.19,0.0
71423,Gabe DeVoe,CLE,2018,75,22.5,273.0,469,82,5,2,49,2,46,67,82,87,60,97,2,4.52,0.0
83939,Donte DiVincenzo,VIL,2018,76,21.4,124.0,479,84,4,2,62,2,47,67,77,87,51,98,2,5.66,1187.9
80965,Chandler Hutchison,BSU,2018,79,22.2,112.0,525,53,54,90,46,96,30,50,36,37,42,60,92,5.1,447.4
80113,Matt Farrell,ND,2018,73,22.3,400.0,468,65,27,78,10,44,19,34,89,72,56,100,98,4.16,0.0
104930,Collin Sexton,ALA,2018,73,19.5,5.0,636,70,23,72,66,69,40,62,35,35,53,71,92,4.47,1794.8
104915,Shai Gilgeous-Alexander,Ken,2018,78,20.0,31.0,525,49,83,99,62,82,24,38,23,72,26,47,97,5.36,1931.0
76237,Jarred Vanderbilt,Ken,2018,80,19.2,12.0,103,51,69,11,87,46,99,74,11,83,63,11,30,0.96,783.9
74084,Troy Brown,ORE,2018,78,18.9,13.0,437,22,58,98,80,95,50,68,41,16,23,58,89,3.3,1022.4
41392,Anas Mahmoud,UL,2018,84,23.1,163.0,270,40,100,78,90,85,83,92,1,1,38,3,35,2.79,0.0
52343,Khadeen Carrington,SHU,2018,76,22.7,144.0,536,61,67,90,40,64,11,22,48,67,63,80,96,4.14,0.0
79907,Isaac Haas,PUB,2018,86,22.7,82.0,442,98,97,7,91,91,65,90,4,4,71,7,25,5.21,0.0
80980,Tra Holder,ASU,2018,74,22.8,109.0,550,61,21,92,53,73,18,32,58,52,72,94,88,4.25,0.0
73139,Deng Adel,UL,2018,79,21.4,35.0,535,51,69,58,53,95,30,50,46,52,55,71,84,3.64,194.2
42371,Allonzo Trier,UA,2018,77,22.5,13.0,494,96,68,58,27,66,8,17,69,62,74,86,88,5.69,874.6
26755,Theo Pinson,UNC,2018,77,22.7,15.0,393,43,80,93,84,98,62,82,24,19,16,33,98,4.31,189.8
88934,Trae Young,UOK,2018,73,19.8,23.0,853,61,58,97,33,77,17,44,69,56,24,100,100,5.92,2350.1
54843,Aaron Holiday,UCL,2018,72,21.7,54.0,651,67,53,92,43,75,15,32,56,91,27,98,99,5.07,1115.0
76386,Rawle Alkins,UA,2018,77,20.7,21.0,333,39,82,75,82,49,62,74,49,47,32,61,74,2.39,120.4
52545,Jalen Brunson,VIL,2018,73,21.8,22.0,613,95,17,88,16,74,13,28,58,88,85,94,97,7.87,1708.6
84169,Landry Shamet,WSU,2018,76,21.3,148.0,359,92,47,45,23,53,31,43,82,96,52,94,98,5.11,1523.5
91700,Kevin Knox,Ken,2018,81,18.9,11.0,548,48,51,75,68,95,32,51,50,41,64,87,48,4.14,1002.7
73155,Shake Milton,SMU,2018,77,21.8,90.0,317,82,65,68,27,56,30,32,60,92,72,78,96,4.58,928.5
71582,Shavar Newkirk,SJH,2018,72,22.2,217.0,544,69,57,96,48,80,23,43,51,26,96,75,94,4.06,0.0
83989,Drew Eubanks,OSU,2018,82,21.4,123.0,372,90,98,41,91,95,89,99,3,3,52,6,47,4.13,596.4
80278,Keenan Evans,TTU,2018,75,21.9,292.0,564,95,67,91,23,70,34,53,46,36,80,73,87,6.45,0.0
85560,Jerome Robinson,BC,2018,76,21.4,308.0,593,82,39,73,40,69,35,60,56,75,56,91,89,5.09,534.8
52340,Grayson Allen,DUK,2018,76,22.7,26.0,553,82,24,100,42,76,9,21,88,68,69,99,96,6.07,1049.8
88100,Hamidou Diallo,Ken,2018,77,19.9,10.0,379,57,71,72,67,71,54,63,34,48,85,58,41,2.49,979.1
52549,Angel Delgado,SHU,2018,82,23.6,47.0,490,27,87,66,100,100,85,98,9,55,43,11,85,4.21,14.8
88916,Lonnie Walker,UM,2018,77,19.5,16.0,378,52,76,81,33,50,42,56,78,44,95,78,74,2.91,1060.0
89349,Daryl Macon,Ark,2018,75,22.6,150.0,509,96,15,86,32,65,26,46,74,82,81,97,93,5.21,52.0
80116,Isaiah Wilkins,UV,2018,80,22.8,388.0,196,33,97,91,88,88,86,82,19,28,75,19,60,4.62,0.0
56677,Kendall Stephens,NEV,2018,79,23.6,62.0,334,100,88,35,31,31,15,16,100,97,98,100,20,3.75,0.0
41333,Joel Berry,UNC,2018,72,23.2,30.0,613,69,69,92,42,78,17,35,79,46,88,97,87,4.54,0.0
106664,Alize Johnson,MSU,2018,79,22.2,400.0,536,42,75,36,100,100,71,97,48,14,64,67,85,4.87,134.5
26757,Johnathan Williams,ZAG,2018,81,23.1,44.0,503,61,96,75,99,100,78,99,18,20,44,27,59,5.0,275.7
80283,Jevon Carter,UWV,2018,73,22.8,299.0,636,53,74,100,63,91,17,36,51,84,58,91,100,7.23,785.8
89430,Jontay Porter,MIZ,2018,82,18.6,25.0,330,31,98,73,82,96,55,65,55,64,27,77,77,3.71,54.0
56796,Devon Hall,UV,2018,77,23.0,122.0,339,88,38,79,34,85,25,31,70,92,95,88,90,6.0,80.7
90402,Robert Williams,TAM,2018,80,20.7,61.0,305,81,100,71,97,99,93,99,15,10,48,14,54,3.49,865.1
76976,Chimezie Metu,USC,2018,82,21.3,38.0,505,75,98,67,94,98,69,96,19,20,69,26,59,4.62,504.4
80946,Malik Pope,SDS,2018,82,21.9,51.0,316,60,91,43,92,80,69,82,21,88,71,36,48,3.68,0.0
79908,Dakota Mathias,PUB,2018,76,23.0,218.0,373,88,63,95,9,91,16,24,91,99,60,99,93,5.75,69.8
80054,Donte Grantham,CLE,2018,80,23.3,92.0,204,90,76,26,66,66,80,82,47,90,66,55,77,3.32,2.4
88727,Tony Carr,PSU,2018,77,20.7,51.0,659,63,68,76,63,90,23,48,49,97,81,87,97,6.12,0.0
89387,Kevin Huerter,UMD,2018,79,19.8,65.0,409,78,83,50,52,83,44,61,72,96,30,96,87,4.68,2030.8
79865,Muhammad-Ali Abdur-Rahkman,UM,2018,76,23.8,400.0,469,93,57,86,45,87,17,26,72,75,100,90,92,6.45,0.0
112853,Jo Acuil,BAY,2018,84,24.2,343.0,421,59,98,52,99,96,85,98,16,66,63,25,24,4.02,0.0
81251,Jock Landale,SMG,2018,83,22.7,343.0,536,99,94,31,98,100,74,97,13,67,73,16,73,8.65,588.6
71585,Ismael Sanogo,SHU,2018,80,22.0,378.0,167,61,89,82,85,76,95,85,25,94,39,32,35,2.37,0.0
59224,Marcus Foster,CrU,2018,75,23.1,178.0,576,89,40,79,49,73,41,67,70,82,85,96,81,4.27,0.0
80304,J.P. Macura,XU,2018,77,23.1,102.0,390,82,74,95,80,77,59,74,56,64,39,72,86,4.2,8.8
81016,Yante Maten,UGA,2018,79,21.9,225.0,607,82,98,36,100,96,70,98,27,32,82,55,57,6.15,13.0
83990,Jacob Evans,CIN,2018,78,21.0,130.0,391,71,92,88,63,78,36,48,63,79,75,85,86,6.04,310.9
52345,Bonzie Colson,ND,2018,77,22.5,139.0,329,87,96,74,79,93,68,83,28,42,94,36,39,4.27,98.5
52036,Malik Newman,KU,2018,75,21.4,8.0,499,95,52,94,45,97,20,34,76,93,85,98,76,5.07,5.7
94058,Josh Okogie,GT,2018,76,19.8,182.0,454,77,88,95,91,73,54,72,40,68,66,67,76,3.42,1254.3
84388,Khyri Thomas,CrU,2018,75,22.1,326.0,399,98,56,99,64,78,33,43,64,98,68,95,85,4.88,136.5
24684,Kendrick Nunn,OAK,2018,75,22.9,56.0,671,80,67,94,55,78,27,53,83,82,80,99,92,4.72,1806.4
88784,Mohamed Bamba,TXA,2018,84,20.1,3.0,340,87,100,60,99,99,94,100,27,24,74,34,17,4.96,1048.2
54848,Trevon Bluiett,XU,2018,78,23.7,39.0,589,93,62,74,60,95,22,42,77,90,85,100,77,5.57,0.0
83909,Melvin Frazier,TGW,2018,78,21.8,182.0,438,87,87,100,78,89,57,81,36,75,37,74,86,4.07,96.6
79772,Duncan Robinson,UM,2018,80,24.2,343.0,302,99,76,77,40,53,35,39,97,90,99,99,43,4.51,1657.7
74071,Miles Bridges,MSU,2018,79,20.3,12.0,532,73,89,53,76,97,45,70,63,76,79,90,81,5.66,2115.2
79905,Vince Edwards,PUB,2018,80,22.2,121.0,479,69,82,47,95,98,59,84,46,83,67,81,85,5.71,15.7
83900,Ray Spalding,UL,2018,82,21.3,42.0,440,79,99,98,100,99,93,100,15,46,62,22,44,4.94,83.2
88908,Gary Trent Jr,DUK,2018,78,19.4,17.0,493,91,32,94,66,88,27,43,86,89,98,100,54,5.23,1423.0
73143,DJ Hogg,TAM,2018,81,21.8,30.0,364,62,91,72,71,89,52,62,83,77,67,91,78,3.43,0.0
88806,Jaren Jackson Jr,MSU,2018,83,18.8,8.0,336,88,100,56,83,92,68,82,47,85,42,76,42,4.67,1380.4
42283,Jared Terrell,URI,2018,75,23.4,64.0,541,84,55,95,75,66,45,66,59,93,91,95,71,4.74,110.9
80516,Kelan Martin,BUT,2018,77,22.9,140.0,693,79,78,65,68,98,43,75,68,72,82,97,70,5.06,422.3
53707,Yuta Watanabe,GWU,2018,81,23.7,314.0,518,73,98,76,81,96,49,75,52,54,93,84,54,3.92,361.8
74086,Deandre Ayton,UA,2018,85,19.9,4.0,556,98,99,55,100,100,85,100,17,65,82,33,65,7.77,1811.7
81478,Kevin Hervey,TA,2018,81,22.0,400.0,619,58,81,92,96,98,61,94,63,32,77,85,77,4.72,52.1
41726,Sviatoslav Mykhailiuk,KU,2018,80,21.1,239.0,540,83,70,97,73,81,37,54,84,100,83,100,80,4.74,936.4
64323,Thomas Welsh,UCL,2018,84,22.4,38.0,367,82,90,47,95,100,53,66,53,90,98,88,58,4.56,36.3
80275,Kenrich Williams,TCU,2018,79,23.6,389.0,416,62,78,99,98,99,75,93,47,80,53,80,94,4.71,1102.3
88737,Wenyen Gabriel,Ken,2018,81,21.3,15.0,243,71,95,78,91,86,77,78,75,94,33,87,12,2.89,278.2
63962,Ajdin Penava,Mar,2018,81,21.3,400.0,429,98,100,76,87,98,76,95,37,69,65,70,70,5.36,0.0
81676,Marvin Bagley III,DUK,2018,83,19.3,1.0,592,97,91,78,100,100,88,100,22,76,81,50,57,6.99,1039.8
76236,Wendell Carter Jr,DUK,2018,82,19.2,7.0,474,88,100,83,100,100,90,100,22,97,45,58,69,6.08,1398.2
71803,Keita Bates-Diop,OSU,2018,80,22.4,29.0,570,84,98,79,81,100,56,87,53,65,93,90,64,6.24,612.2
121978,Zhaire Smith,TTU,2018,76,19.1,194.0,363,93,96,95,98,75,93,100,24,85,87,44,60,5.7,71.5
75563,Moritz Wagner,UM,2018,83,21.2,119.0,480,94,81,88,86,99,60,91,59,92,86,97,35,5.78,740.7
79987,Gary Clark,CIN,2018,78,23.6,90.0,347,97,96,97,99,97,85,97,27,92,92,57,71,7.9,559.7
74078,Omari Spellman,VIL,2018,80,20.9,20.0,362,91,99,70,97,100,72,86,71,99,85,97,28,5.29,845.3
52342,Mikal Bridges,VIL,2018,79,21.8,81.0,541,100,96,99,83,94,55,84,77,100,96,100,72,7.92,2415.3
73154,KeVaughn Allen,UF,2019,74,23.7,64.0,419,25,8,3,12,3,8,16,72,23,47,75,3,3.54,0.0
86758,D'Marcus Simonds,GSU,2019,75,21.7,196.0,586,22,3,1,43,1,44,66,46,13,43,58,1,2.57,0.0
74070,K.J. Lawson,KU,2019,79,23.1,44.0,118,28,17,17,44,30,49,31,66,22,24,32,16,1.01,0.0
43396,V.J. King,UL,2019,77,22.4,24.0,166,7,43,12,62,56,59,50,35,7,56,17,22,0.9,0.0
83906,Frank Howard,SYR,2019,77,22.2,79.0,319,12,32,93,16,26,5,7,82,45,24,77,86,1.73,0.0
92818,Lamar Peters,MIS,2019,72,21.0,97.0,396,8,17,99,39,20,6,12,79,50,9,85,97,3.04,0.0
88918,Tremont Waters,LSU,2019,70,21.5,44.0,404,34,36,99,21,40,4,8,52,49,31,59,99,4.33,135.5
84081,Jarrey Foster,SMU,2019,78,22.6,221.0,126,43,57,14,46,9,72,53,50,25,39,29,53,0.67,0.0
42083,Milik Yarbrough,ISU,2019,78,23.7,355.0,424,15,70,48,47,86,31,42,31,33,15,42,79,2.46,0.0
80097,James Palmer Jr.,NEB,2019,77,22.9,105.0,207,83,40,31,14,9,49,45,52,14,97,33,83,4.69,0.0
76410,Simisola Shittu,VAN,2019,82,19.6,11.0,297,12,71,40,68,81,70,73,14,24,7,15,57,1.3,0.0
95883,Kevin Porter Jr,USC,2019,76,19.2,28.0,182,23,61,36,46,35,50,44,59,56,28,43,59,1.26,1301.5
88754,Sagaba Konate,UWV,2019,79,22.3,156.0,118,56,89,12,41,29,65,44,34,51,56,23,50,1.03,0.0
107062,Jordan Bone,UT,2019,75,21.6,171.0,402,44,33,58,40,64,2,3,46,92,48,81,98,4.95,124.5
